koid	org	name	op	definition	source
KO03797	511145	TU-0996	b4533,b1549		19881496
KO03798	511145	TU-0997	b1558		19881496
KO03799	511145	TU-0999	b1565		19881496
KO03800	511145	TU-1000	b1566		19881496
KO03801	511145	TU-1003	b1570		19881496
KO03802	511145	TU-1005	b1571,b1572,b1553		19881496
KO03804	511145	TU-1008	b1575,b1576		19881496
KO03805	511145	TU-1009	b1577		19881496
KO03806	511145	TU-1010	b4273		19881496
KO03807	511145	TU-1011	b1579		19881496
KO03808	511145	TU-1012	b1583,b1584		19881496
KO03809	511145	TU-1014	b1586		19881496
KO03810	511145	TU-1016	b1587,b1588,b1589,b1590,b1591		19881496
KO03811	511145	TU-1018	b1588,b1589,b1590,b1591		19881496
KO03812	511145	TU-1020	b1589,b1590,b1591		19881496
KO03813	511145	TU-1021	b1590,b1591		19881496
KO03814	511145	TU-1023	b1592		19881496
KO03815	511145	TU-1025	b1596		19881496
KO03816	511145	TU-1027	b1597		19881496
KO03817	511145	TU-1028	b4601		19881496
KO03818	511145	TU-1029	b1598		19881496
KO03819	511145	TU-1030	b1601		19881496
KO03820	511145	TU-1031	b1604,b1605		19881496
KO03821	511145	TU-1034	b1606		19881496
KO03822	511145	TU-1036	b1608,b1609		19881496
KO03823	511145	TU-1038	b1610		19881496
KO03824	511145	TU-1039	b1613		19881496
KO03825	511145	TU-1041	b1614		19881496
KO03826	511145	TU-1042	b1621,b1622		19881496
KO03827	511145	TU-1044	b1622		19881496
KO03828	511145	TU-1045	b1623		19881496
KO03829	511145	TU-1047	b4409		19881496
KO03830	511145	TU-1049	b1625		19881496
KO03831	511145	TU-1050	b1626,b1627,b1628,b1629,b1630,b1631,b1632,b1633		19881496
KO03832	511145	TU-1051	b1627,b1628,b1629,b1630,b1631,b1632,b1633		19881496
KO03833	511145	TU-1052	b1634		19881496
KO03834	511145	TU-1053	b1635		19881496
KO03835	511145	TU-1054	b1641		19881496
KO03836	511145	TU-1061	b1643,b1644,b1645		19881496
KO03837	511145	TU-1063	b1649,b1650		19881496
KO03838	511145	TU-1065	b1651		19881496
KO03839	511145	TU-1068	b1652,b1653		19881496
KO03840	511145	TU-1069	b1655		19881496
KO03841	511145	TU-1073	b1658		19881496
KO03842	511145	TU-1075	b1660		19881496
KO03843	511145	TU-1076	b1661		19881496
KO03844	511145	TU-1079	b1663		19881496
KO03846	511145	TU-1081	b1667		19881496
KO03847	511145	TU-1082	b1668		19881496
KO03848	511145	TU-1083	b1676		19881496
KO03849	511145	TU-1090	b1677		19881496
KO03850	511145	TU-1092	b1688		19881496
KO03852	511145	TU-1094	b1689		19881496
KO03853	511145	TU-1095	b1690		19881496
KO03854	511145	TU-1096	b1691,b1692		19881496
KO03855	511145	TU-1097	b1693		19881496
KO03856	511145	TU-1098	b1694,b1695		19881496
KO03857	511145	TU-1099	b1697,b1698,b1699,b1700		19881496
KO03858	511145	TU-1100	b1701		19881496
KO03859	511145	TU-1101	b1703		19881496
KO03860	511145	TU-1102	b1704		19881496
KO03861	511145	TU-1105	b1705		19881496
KO03862	511145	TU-1107	b4494		19881496
KO03863	511145	TU-1108	b4535		19881496
KO03864	511145	TU-1109	b1723		19881496
KO03865	511145	TU-1111	b1724,b1725		19881496
KO03866	511145	TU-1112	b1725		19881496
KO03867	511145	TU-1113	b1727		19881496
KO03868	511145	TU-1116	b1728		19881496
KO03869	511145	TU-1117	b1729		19881496
KO03870	511145	TU-1120	b1732		19881496
KO03871	511145	TU-1121	b1740		19881496
KO03872	511145	TU-1123	b1741		19881496
KO03873	511145	TU-1124	b1749		19881496
KO03877	511145	TU-1130	b1759		19881496
KO03878	511145	TU-1131	b1761		19881496
KO03879	511145	TU-1139	b1766		19881496
KO03880	511145	TU-1140	b1767,b1768		19881496
KO03881	511145	TU-1142	b1779		19881496
KO03882	511145	TU-1149	b1780		19881496
KO03883	511145	TU-1150	b1783,b1784		19881496
KO03884	511145	TU-1151	b1785		19881496
KO03885	511145	TU-1153	b1786		19881496
KO03886	511145	TU-1154	b1787		19881496
KO03887	511145	TU-1155	b1789		19881496
KO03888	511145	TU-1156	b1791		19881496
KO03889	511145	TU-1157	b1792		19881496
KO03890	511145	TU-1159	b1794		19881496
KO03891	511145	TU-1160	b1800		19881496
KO03892	511145	TU-1161	b1801,b1802,b1803		19881496
KO03893	511145	TU-1162	b1809		19881496
KO03894	511145	TU-1165	b1810		19881496
KO03895	511145	TU-1166	b1812,b1813		19881496
KO03896	511145	TU-1167	b1814		19881496
KO03897	511145	TU-1168	b1815		19881496
KO03898	511145	TU-1169	b1817,b1818,b1819		19881496
KO03899	511145	TU-1171	b1818,b1819		19881496
KO03900	511145	TU-1173	b1820		19881496
KO03901	511145	TU-1174	b1821		19881496
KO03902	511145	TU-1176	b4536		19881496
KO03903	511145	TU-1177	b1828		19881496
KO03904	511145	TU-1178	b1833,b1834		19881496
KO03905	511145	TU-1180	b1834		19881496
KO03906	511145	TU-1181	b1835		19881496
KO03907	511145	TU-1182	b1836		19881496
KO03908	511145	TU-1183	b1837		19881496
KO03910	511145	TU-1185	b1842		19881496
KO03911	511145	TU-1186	b1843		19881496
KO03912	511145	TU-1187	b1844		19881496
KO03913	511145	TU-1188	b1849		19881496
KO03914	511145	TU-1189	b1853		19881496
KO03915	511145	TU-1190	b1854		19881496
KO03916	511145	TU-1193	b1858,b1859		19881496
KO03917	511145	TU-1197	b1862		19881496
KO03918	511145	TU-1198	b1867,b1868		19881496
KO03919	511145	TU-1200	b1869,b1870,b1871		19881496
KO03920	511145	TU-1202	b1876		19881496
KO03921	511145	TU-1203	b1877		19881496
KO03922	511145	TU-1206	b1895		19881496
KO03923	511145	TU-1208	b1902		19881496
KO03924	511145	TU-1209	b1904		19881496
KO03925	511145	TU-1210	b1905		19881496
KO03926	511145	TU-1212	b1907		19881496
KO03927	511145	TU-1213	b1915		19881496
KO03928	511145	TU-1217	b1924,b1925,b1926		19881496
KO03929	511145	TU-1219	b1927		19881496
KO03930	511145	TU-1220	b1929,b1930		19881496
KO03931	511145	TU-1221	b1931		19881496
KO03932	511145	TU-1223	b1932		19881496
KO03933	511145	TU-1225	b1936		19881496
KO03934	511145	TU-1226	b1938,b1939,b1940,b1941,b1942,b1943		19881496
KO03935	511145	TU-1227	b1944,b1945,b1946,b1947,b1948,b1949,b1950		19881496
KO03936	511145	TU-1228	b1946,b1947,b1948,b1949,b1950		19881496
KO03937	511145	TU-1229	b1951		19881496
KO03938	511145	TU-1230	b1953		19881496
KO03939	511145	TU-1231	b1955		19881496
KO03940	511145	TU-1232	b1959		19881496
KO03942	511145	TU-1234	b4496		19881496
KO03943	511145	TU-1235	b1967		19881496
KO03944	511145	TU-1240	b1970		19881496
KO03945	511145	TU-1241	b1971,b1972		19881496
KO03946	511145	TU-1242	b1973		19881496
KO03947	511145	TU-1246	b1974		19881496
KO03948	511145	TU-1247	b1976		19881496
KO03950	511145	TU-1249	b1978		19881496
KO03951	511145	TU-1251	b1981		19881496
KO03952	511145	TU-1252	b1982		19881496
KO03953	511145	TU-1253	b1983		19881496
KO03956	511145	TU-1260	b4582		19881496
KO03957	511145	TU-1263	b1999		19881496
KO03959	511145	TU-1265	b2000		19881496
KO03960	511145	TU-1267	b2001,b2002,b2003,b2004,b2005,b2006		19881496
KO03961	511145	TU-1268	b2002,b2003,b2004,b2005,b2006		19881496
KO03962	511145	TU-1270	b4538		19881496
KO03963	511145	TU-1271	b2011		19881496
KO03964	511145	TU-1272	b2018,b2019,b2020,b2021,b2022,b2023,b2024,b2025,b2026		19881496
KO03965	511145	TU-1274	b2019,b2020,b2021,b2022,b2023,b2024,b2025,b2026		19881496
KO03966	511145	TU-1277	b2026		19881496
KO03967	511145	TU-1279	b2063		19881496
KO03968	511145	TU-1281	b2067		19881496
KO03969	511145	TU-1283	b2069		19881496
KO03970	511145	TU-1284	b2071		19881496
KO03973	511145	TU-1288	b2077,b2078,b2079		19881496
KO03974	511145	TU-1290	b2079		19881496
KO03975	511145	TU-1291	b2080		19881496
KO03976	511145	TU-1292	b2081		19881496
KO03978	511145	TU-1294	b2086		19881496
KO03979	511145	TU-1296	b2098,b2099,b2100		19881496
KO03980	511145	TU-1297	b2106		19881496
KO03981	511145	TU-1299	b2107		19881496
KO03982	511145	TU-1301	b2114		19881496
KO03983	511145	TU-1302	b4499,b2118,b4541		19881496
KO03984	511145	TU-1303	b2119,b2120,b2121,b2122		19881496
KO03985	511145	TU-1304	b2123		19881496
KO03986	511145	TU-1305	b2127		19881496
KO03987	511145	TU-1306	b4542		19881496
KO03988	511145	TU-1308	b2133		19881496
KO03989	511145	TU-1309	b2136		19881496
KO03990	511145	TU-1311	b2141,b2142		19881496
KO03991	511145	TU-1312	b2143		19881496
KO03992	511145	TU-1313	b2144,b2145		19881496
KO03993	511145	TU-1314	b2146,b2147		19881496
KO03994	511145	TU-1316	b2154		19881496
KO03995	511145	TU-1317	b2158		19881496
KO03996	511145	TU-1318	b2159,b2160		19881496
KO03997	511145	TU-1319	b2163		19881496
KO03998	511145	TU-1320	b2170		19881496
KO03999	511145	TU-1322	b2171		19881496
KO04000	511145	TU-1326	b2172		19881496
KO04001	511145	TU-1327	b2173,b2174		19881496
KO04002	511145	TU-1328	b4043		19881496
KO04003	511145	TU-1331	b2176		19881496
KO04004	511145	TU-1333	b2178,b2179,b2180		19881496
KO04005	511145	TU-1334	b2179,b2180		19881496
KO04006	511145	TU-1337	b2184		19881496
KO04007	511145	TU-1338	b2185		19881496
KO04008	511145	TU-1339	b2187,b2188		19881496
KO04010	511145	TU-1341	b2193		19881496
KO04012	511145	TU-1345	b2209		19881496
KO04014	511145	TU-1348	b2216		19881496
KO04015	511145	TU-1349	b2217		19881496
KO04016	511145	TU-1351	b2219,b2220		19881496
KO04017	511145	TU-1352	b2221,b2222,b2223,b2224		19881496
KO04018	511145	TU-1353	b2232		19881496
KO04019	511145	TU-1355	b2234,b2235,b2236		19881496
KO04020	511145	TU-1356	b2235,b2236		19881496
KO04021	511145	TU-1357	b2238		19881496
KO04022	511145	TU-1359	b2241,b2242,b2243		19881496
KO04023	511145	TU-1360	b2244		19881496
KO04024	511145	TU-1361	b4543		19881496
KO04025	511145	TU-1362	b2251		19881496
KO04026	511145	TU-1363	b2253,b2254,b2255,b2256,b2257,b4544,b2258		19881496
KO04027	511145	TU-1364	b2256,b2257,b4544,b2258		19881496
KO04028	511145	TU-1366	b4544,b2258		19881496
KO04029	511145	TU-1367	b3886		19881496
KO04030	511145	TU-1369	b2269		19881496
KO04031	511145	TU-1370	b2271,b2272		19881496
KO04032	511145	TU-1371	b2274,b2275		19881496
KO04033	511145	TU-1372	b2290,b2291		19881496
KO04034	511145	TU-1373	b2291		19881496
KO04035	511145	TU-1376	b2297		19881496
KO04036	511145	TU-1377	b2298		19881496
KO04037	511145	TU-1378	b2302		19881496
KO04038	511145	TU-1379	b2303,b2304		19881496
KO04039	511145	TU-1380	b2304		19881496
KO04040	511145	TU-1381	b2321		19881496
KO04041	511145	TU-1382	b2324		19881496
KO04042	511145	TU-1383	b2331		19881496
KO04043	511145	TU-1384	b2344		19881496
KO04044	511145	TU-1385	b2345		19881496
KO04045	511145	TU-1386	b2347		19881496
KO04047	511145	TU-1388	b2349		19881496
KO04048	511145	TU-1390	b2350,b2351,b2352		19881496
KO04049	511145	TU-1392	b2352		19881496
KO04050	511145	TU-1394	b2353		19881496
KO04051	511145	TU-1395	b2359,b2360,b2361,b2362,b2363,b4545		19881496
KO04052	511145	TU-1396	b4501		19881496
KO04054	511145	TU-1398	b2365,b2366		19881496
KO04055	511145	TU-1399	b2366		19881496
KO04056	511145	TU-1401	b2369,b2370		19881496
KO04057	511145	TU-1404	b2376		19881496
KO04058	511145	TU-1405	b2378		19881496
KO04059	511145	TU-1407	b2380,b2381		19881496
KO04060	511145	TU-1408	b2382		19881496
KO04061	511145	TU-1409	b2389		19881496
KO04062	511145	TU-1410	b2390		19881496
KO04063	511145	TU-1411	b2393		19881496
KO04064	511145	TU-1415	b2398,b2399		19881496
KO04066	511145	TU-1418	b2408		19881496
KO04067	511145	TU-1419	b2410		19881496
KO04068	511145	TU-1420	b2414		19881496
KO04069	511145	TU-1424	b2415,b2416,b2417		19881496
KO04070	511145	TU-1433	b2417		19881496
KO04071	511145	TU-1438	b2419		19881496
KO04072	511145	TU-1439	b2420		19881496
KO04073	511145	TU-1441	b2428,b2429		19881496
KO04074	511145	TU-1443	b2430		19881496
KO04075	511145	TU-1444	b2435,b2436		19881496
KO04076	511145	TU-1447	b2442		19881496
KO04077	511145	TU-1448	b2443		19881496
KO04078	511145	TU-1450	b2444,b2445		19881496
KO04079	511145	TU-1451	b2446,b2447		19881496
KO04080	511145	TU-1452	b2448		19881496
KO04081	511145	TU-1453	b2449		19881496
KO04082	511145	TU-1455	b2450		19881496
KO04084	511145	TU-1459	b2469		19881496
KO04085	511145	TU-1461	b2470		19881496
KO04086	511145	TU-1462	b2471,b2472,b4547		19881496
KO04087	511145	TU-1463	b2472,b4547		19881496
KO04088	511145	TU-1464	b4547		19881496
KO04089	511145	TU-1466	b2479,b2480		19881496
KO04090	511145	TU-1467	b2480		19881496
KO04091	511145	TU-1471	b2481,b2482,b2483,b2484,b2485,b2486,b2487,b2488,b2489,b2490,b2491,b2492		19881496
KO04092	511145	TU-1472	b2494,b2495		19881496
KO04093	511145	TU-1474	b2499,b2500		19881496
KO04094	511145	TU-1475	b2501,b2502		19881496
KO04095	511145	TU-1478	b2504		19881496
KO04096	511145	TU-1479	b2505,b2506		19881496
KO04097	511145	TU-1480	b2509		19881496
KO04098	511145	TU-1481	b2521		19881496
KO04100	511145	TU-1484	b2533		19881496
KO04101	511145	TU-1486	b2534		19881496
KO04102	511145	TU-1487	b2535		19881496
KO04103	511145	TU-1489	b2538,b2539,b2540,b2541,b2542,b2543		19881496
KO04104	511145	TU-1490	b2543		19881496
KO04105	511145	TU-1491	b2550		19881496
KO04106	511145	TU-1493	b2552		19881496
KO04107	511145	TU-1495	b2558		19881496
KO04108	511145	TU-1496	b2561,b2562		19881496
KO04109	511145	TU-1497	b2562		19881496
KO04111	511145	TU-1500	b2574		19881496
KO04112	511145	TU-1501	b2576		19881496
KO04113	511145	TU-1502	b2578		19881496
KO04114	511145	TU-1503	b2580		19881496
KO04115	511145	TU-1504	b2582		19881496
KO04116	511145	TU-1505	b2583,b2584		19881496
KO04117	511145	TU-1506	b2585		19881496
KO04118	511145	TU-1510	b2586		19881496
KO04119	511145	TU-1512	b2595		19881496
KO04120	511145	TU-1516	b2597		19881496
KO04121	511145	TU-1518	b2598,b2599		19881496
KO04122	511145	TU-1519	b2602		19881496
KO04123	511145	TU-1520	b2603,b2604,b2605		19881496
KO04124	511145	TU-1521	b2611,b4461		19881496
KO04125	511145	TU-1522	b2615		19881496
KO04126	511145	TU-1524	b2616		19881496
KO04127	511145	TU-1526	b2617		19881496
KO04128	511145	TU-1530	b2620		19881496
KO04130	511145	TU-1533	b2622		19881496
KO04131	511145	TU-1536	b2624		19881496
KO04132	511145	TU-1537	b2625,b2626		19881496
KO04133	511145	TU-1539	b2630		19881496
KO04134	511145	TU-1541	b2631		19881496
KO04135	511145	TU-1543	b2632,b2633		19881496
KO04136	511145	TU-1544	b2634,b2635,b2636,b2637		19881496
KO04137	511145	TU-1546	b2642		19881496
KO04138	511145	TU-1548	b4644,b2643,b2644,b4548,b2645,b2646		19881496
KO04140	511145	TU-1551	b4462		19881496
KO04141	511145	TU-1552	b2659,b2660,b2661,b2662,b2663,b2664		19881496
KO04142	511145	TU-1555	b2664		19881496
KO04143	511145	TU-1556	b2667,b2668		19881496
KO04144	511145	TU-1558	b2670		19881496
KO04145	511145	TU-1559	b2672		19881496
KO04146	511145	TU-1561	b2673,b2674,b2675,b2676		19881496
KO04148	511145	TU-1565	b2681		19881496
KO04149	511145	TU-1566	b2682,b2683		19881496
KO04150	511145	TU-1569	b2684		19881496
KO04151	511145	TU-1573	b2685,b2686		19881496
KO04152	511145	TU-1574	b2961		19881496
KO04153	511145	TU-1575	b2703,b2703,b2704,b2705		19881496
KO04154	511145	TU-1577	b2706		19881496
KO04155	511145	TU-1578	b2707,b2708		19881496
KO04156	511145	TU-1579	b2708		19881496
KO04157	511145	TU-1580	b2710,b2711		19881496
KO04158	511145	TU-1582	b2715,b2716		19881496
KO04159	511145	TU-1583	b2726,b2727,b2728,b2729,b2730,b2731		19881496
KO04160	511145	TU-1584	b2730,b2731		19881496
KO04161	511145	TU-1585	b2731		19881496
KO04162	511145	TU-1587	b2733		19881496
KO04163	511145	TU-1591	b2734		19881496
KO04164	511145	TU-1592	b2736,b2737,b2738,b2739,b2740		19881496
KO04165	511145	TU-1594	b2753		19881496
KO04166	511145	TU-1595	b2765,b2766,b2767,b2768		19881496
KO04167	511145	TU-1596	b2775,b2776		19881496
KO04168	511145	TU-1598	b2778		19881496
KO04169	511145	TU-1599	b2786		19881496
KO04170	511145	TU-1600	b2794		19881496
KO04171	511145	TU-1601	b2795		19881496
KO04172	511145	TU-1602	b2796,b2797,b2798		19881496
KO04173	511145	TU-1606	b2804,b2805		19881496
KO04176	511145	TU-1610	b2811		19881496
KO04178	511145	TU-1613	b3957		19881496
KO04179	511145	TU-1615	b2831		19881496
KO04180	511145	TU-1616	b2832		19881496
KO04181	511145	TU-1617	b2833		19881496
KO04182	511145	TU-1619	b2834		19881496
KO04183	511145	TU-1620	b2837		19881496
KO04184	511145	TU-1621	b2839		19881496
KO04185	511145	TU-1624	b2845		19881496
KO04186	511145	TU-1625	b2846		19881496
KO04187	511145	TU-1626	b2847,b2848		19881496
KO04188	511145	TU-1627	b2850		19881496
KO04189	511145	TU-1628	b2851		19881496
KO04190	511145	TU-1629	b2852		19881496
KO04191	511145	TU-1630	b2853		19881496
KO04192	511145	TU-1631	b2854		19881496
KO04193	511145	TU-1633	b2866,b2867,b2868		19881496
KO04194	511145	TU-1634	b2870,b2871,b2872,b2873,b2874		19881496
KO04195	511145	TU-1635	b2877		19881496
KO04196	511145	TU-1636	b2878,b2879,b2880,b2881		19881496
KO04197	511145	TU-1637	b2882		19881496
KO04198	511145	TU-1638	b2883,b4464		19881496
KO04199	511145	TU-1639	b2888		19881496
KO04200	511145	TU-1640	b2889		19881496
KO04201	511145	TU-1642	b2895		19881496
KO04202	511145	TU-1643	b2898		19881496
KO04203	511145	TU-1644	b2901		19881496
KO04204	511145	TU-1646	b2910		19881496
KO04207	511145	TU-1652	b2916		19881496
KO04208	511145	TU-1654	b2917,b2918,b2919,b2920		19881496
KO04209	511145	TU-1656	b2936		19881496
KO04210	511145	TU-1657	b2940		19881496
KO04211	511145	TU-1658	b2942		19881496
KO04212	511145	TU-1663	b2943,b2944,b2945		19881496
KO04213	511145	TU-1664	b2946,b2947		19881496
KO04214	511145	TU-1666	b2948,b2949		19881496
KO04215	511145	TU-1668	b2951,b2952,b2953,b2954,b2955		19881496
KO04216	511145	TU-1669	b2954,b2955		19881496
KO04217	511145	TU-1675	b2962,b2963		19881496
KO04218	511145	TU-1677	b2964		19881496
KO04219	511145	TU-1678	b2966		19881496
KO04221	511145	TU-1682	b2980		19881496
KO04222	511145	TU-1684	b2986		19881496
KO04223	511145	TU-1685	b2989		19881496
KO04224	511145	TU-1686	b3001		19881496
KO04225	511145	TU-1687	b3003		19881496
KO04226	511145	TU-1688	b3008		19881496
KO04227	511145	TU-1689	b3009		19881496
KO04228	511145	TU-1690	b3011,b3012		19881496
KO04229	511145	TU-1692	b3012		19881496
KO04230	511145	TU-1693	b3013,b3014		19881496
KO04231	511145	TU-1694	b3025,b3026		19881496
KO04232	511145	TU-1695	b3028		19881496
KO04233	511145	TU-1696	b3029		19881496
KO04234	511145	TU-1698	b3035		19881496
KO04235	511145	TU-1701	b3037,b3038		19881496
KO04236	511145	TU-1702	b3038		19881496
KO04237	511145	TU-1705	b3040		19881496
KO04238	511145	TU-1707	b3042		19881496
KO04239	511145	TU-1709	b3043		19881496
KO04240	511145	TU-1710	b3046		19881496
KO04241	511145	TU-1712	b3046,b3047,b3048		19881496
KO04242	511145	TU-1713	b3050,b3051		19881496
KO04243	511145	TU-1714	b3055,b3056		19881496
KO04244	511145	TU-1717	b3056		19881496
KO04245	511145	TU-1721	b3059		19881496
KO04246	511145	TU-1722	b3061,b3062,b3063		19881496
KO04247	511145	TU-1723	b3065,b3066		19881496
KO04248	511145	TU-1728	b3067		19881496
KO04250	511145	TU-1733	b3048		19881496
KO04251	511145	TU-1734	b3073		19881496
KO04252	511145	TU-1735	b3075		19881496
KO04253	511145	TU-1736	b3076,b3077		19881496
KO04255	511145	TU-1738	b3017,b3080		19881496
KO04256	511145	TU-1739	b3081		19881496
KO04257	511145	TU-1740	b3085,b3086		19881496
KO04258	511145	TU-1741	b3087		19881496
KO04260	511145	TU-1743	b3088		19881496
KO04261	511145	TU-1744	b3089		19881496
KO04262	511145	TU-1745	b3093		19881496
KO04263	511145	TU-1746	b3094		19881496
KO04264	511145	TU-1748	b3095,b3096		19881496
KO04265	511145	TU-1752	b3097,b3098,b3099,b3100		19881496
KO04266	511145	TU-1753	b3101		19881496
KO04267	511145	TU-1754	b3102		19881496
KO04268	511145	TU-1755	b3103		19881496
KO04269	511145	TU-1756	b3104		19881496
KO04270	511145	TU-1757	b3106		19881496
KO04271	511145	TU-1758	b3107		19881496
KO04272	511145	TU-1760	b3119		19881496
KO04273	511145	TU-1761	b3120,b3121		19881496
KO04274	511145	TU-1763	b3128		19881496
KO04275	511145	TU-1766	b3129,b3130		19881496
KO04276	511145	TU-1767	b3132,b3133,b3134,b3135,b3136,b3137		19881496
KO04277	511145	TU-1768	b3138,b3139,b3140,b3141		19881496
KO04278	511145	TU-1769	b3142,b3143,b3144,b3145		19881496
KO04279	511145	TU-1770	b3147,b3148,b3149,b3150		19881496
KO04280	511145	TU-1771	b3149,b3150		19881496
KO04281	511145	TU-1772	b3150		19881496
KO04282	511145	TU-1773	b3153		19881496
KO04283	511145	TU-1774	b3155		19881496
KO04284	511145	TU-1775	b3158,b3159		19881496
KO04285	511145	TU-1776	b3160		19881496
KO04287	511145	TU-1779	b3359		19881496
KO04288	511145	TU-1783	b3180		19881496
KO04289	511145	TU-1784	b3182		19881496
KO04290	511145	TU-1785	b3187,b3188		19881496
KO04291	511145	TU-1788	b3196,b3197		19881496
KO04292	511145	TU-1790	b3198,b3199		19881496
KO04293	511145	TU-1791	b3200,b3201		19881496
KO04294	511145	TU-1793	b3202,b3203,b3204,b3205,b3206		19881496
KO04295	511145	TU-1794	b3203,b3204,b3205,b3206		19881496
KO04296	511145	TU-1796	b3207		19881496
KO04298	511145	TU-1800	b3212,b3213		19881496
KO04299	511145	TU-1803	b3214		19881496
KO04300	511145	TU-1806	b3215,b3216,b4569		19881496
KO04301	511145	TU-1807	b3216,b4569		19881496
KO04302	511145	TU-1809	b4569		19881496
KO04303	511145	TU-1810	b3219		19881496
KO04304	511145	TU-1812	b3220		19881496
KO04305	511145	TU-1813	b3227		19881496
KO04306	511145	TU-1814	b3233		19881496
KO04307	511145	TU-1816	b3234		19881496
KO04308	511145	TU-1818	b3235		19881496
KO04309	511145	TU-1819	b3237		19881496
KO04310	511145	TU-1821	b3238		19881496
KO04311	511145	TU-1823	b3243		19881496
KO04312	511145	TU-1828	b3253		19881496
KO04313	511145	TU-1831	b4646		19881496
KO04314	511145	TU-1833	b3255,b3256		19881496
KO04315	511145	TU-1835	b3257,b3258,b3259		19881496
KO04316	511145	TU-1837	b3259		19881496
KO04317	511145	TU-1839	b3260,b3261		19881496
KO04318	511145	TU-1840	b3262,b3263		19881496
