ko,gene,id,url,sp_code,name
K01825,BJAB0715_00348,0,,abab,
K00252,BJAB0715_00707,0,,abab,
K01692,P795_10680,0,,abaz,
K00074,ABD1_13520,0,,abad,paaH
K00626,BJAB0868_01504,0,,abaj,
K01426,BJAB0868_02115,0,,abaj,
K05599,IX88_10710,0,,abaa,
K05600,BJAB0868_01911,0,,abaj,
K11311,ABBFA_001748,0,,abb,
K03862,ABK1_0026,0,,abx,
K03863,ABBFA_001595,0,,abb,
K01692,P795_10680,0,,abaz,
K01113,ABSDF0801,0,,abm,
K01113,BJAB0715_03052,0,,abab,
K05549,ABZJ_01351,0,,abz,
K05550,BJAB0868_01309,0,,abaj,
K05784,BDGL_000464,0,,acc,benC
K05783,IX88_08130,0,,abaa,
K03381,ABD1_18690,0,,abad,catA
K01061,ABZJ_01946,0,,abz,
K01856,IX87_20690,0,,abau,
K13954,ABZJ_02450,0,,abz,
K00121,IX88_10825,0,,abaa,
K00128,P795_10570,0,,abaz,
K03381,ABD1_18690,0,,abad,catA
K01061,ABZJ_01946,0,,abz,
K01856,IX87_20690,0,,abau,
K03381,ABD1_18690,0,,abad,catA
K01856,IX87_20690,0,,abau,
K01061,ABZJ_01946,0,,abz,
K05549,ABZJ_01351,0,,abz,
K05550,BJAB0868_01309,0,,abaj,
K05784,BDGL_000464,0,,acc,benC
K05783,IX88_08130,0,,abaa,
K10679,BJAB0868_02349,0,,abaj,
K10680,ABLAC_32380,0,,abal,
K00632,IX88_03825,0,,abaa,fadA
K00146,BJAB0715_02110,0,,abab,
K01800,BJAB07104_03711,0,,abj,
K01555,ABSDF3593,0,,abm,hmgB
K01426,BJAB0868_02115,0,,abaj,
K01428,BDGL_000296,0,,acc,ureC
K01429,IX87_00440,0,,abau,
K01430,IX88_07080,0,,abaa,ureA
K00496,IX88_10110,0,,abaa,
K01692,P795_10680,0,,abaz,
K01825,BJAB0715_00348,0,,abab,
K01782,ABBFA_000607,0,,abb,
K01782,IX88_17450,0,,abaa,
K13954,ABZJ_02450,0,,abz,
K00121,IX88_10825,0,,abaa,
K00448,IX88_11595,0,,abaa,
K00449,IX88_11600,0,,abaa,
K00121,IX88_10825,0,,abaa,
K00121,IX88_10825,0,,abaa,
K00760,IX88_02250,0,,abaa,
K00760,CbuG_0930,0,,cbg,
K00088,CbuK_1206,0,,cbc,guaB
K00088,IX88_01385,0,,abaa,
K01951,IX88_02955,0,,abaa,
K03040,IX88_00040,0,,abaa,
K03040,CbuK_0458,0,,cbc,rpoA
K03043,IX88_03665,0,,abaa,rpoB
K03043,CbuK_0424,0,,cbc,rpoB
K03046,IX88_03670,0,,abaa,
K03046,COXBURSA331_A0329,0,,cbs,rpoC
K03060,IX88_00630,0,,abaa,
K03060,CbuK_0499,0,,cbc,rpoZ
K06063,GLOTRDRAFT_114500,0,,gtr,
K02945,IX88_09880,0,,abaa,rpsA
K02945,CbuK_1308,0,,cbc,rpsA
K02967,IX88_14610,0,,abaa,
K02967,CbuK_1457,0,,cbc,rpsB
K02982,IX88_00135,0,,abaa,
K02982,CbuK_0439,0,,cbc,rpsC
K02986,IX88_00045,0,,abaa,
K02986,CBUD_1830,0,,cbd,rpsD
K02988,IX88_00080,0,,abaa,
K02988,CbuK_0450,0,,cbc,rpsE
K02990,CbuG_1138,0,,cbg,rpsF
K02990,IX88_13405,0,,abaa,
K02992,IX88_06310,0,,abaa,
K02992,CbuK_0429,0,,cbc,rpsG
K02994,LT40_18740,0,,prh,
K02994,IX88_00095,0,,abaa,
K02994,CBUD_1840,0,,cbd,rpsH
K02996,IX88_17945,0,,abaa,
K02996,CBUD_0253,0,,cbd,rpsI
K02946,ABZJ_03462,0,,abz,
K02948,IX88_00050,0,,abaa,
K02948,CBUD_1831,0,,cbd,rpsK
K02950,IX88_06305,0,,abaa,
K02950,CbuK_0428,0,,cbc,rpsL
K02952,IX88_00055,0,,abaa,
K02952,CbuK_0455,0,,cbc,rpsM
K02954,IX88_00100,0,,abaa,
K02954,CbuK_0446,0,,cbc,rpsN
K02956,IX88_04095,0,,abaa,
K02956,CbuK_0719,0,,cbc,rpsO
K02959,CbuK_1413,0,,cbc,rpsP
K02959,ABZJ_03548,0,,abz,
K02961,IX88_00120,0,,abaa,
K02963,CbuK_0732,0,,cbc,rpsR
K02963,IX88_13410,0,,abaa,rpsR
K02965,IX88_00145,0,,abaa,
K02965,CbuK_0437,0,,cbc,rpsS
K02968,IX88_10005,0,,abaa,
K02968,CbuK_1671,0,,cbc,rpsT
K02970,CBUD_0396,0,,cbd,rpsU
K02970,IX88_13895,0,,abaa,rpsU
K02984,GLOTRDRAFT_103324,0,,gtr,
K02995,FOMMEDRAFT_108329,0,,fme,
K02964,GSTUM_00004308001,0,,tml,
K02977,CTHT_0018840,0,,cthr,
K02863,IX88_03650,0,,abaa,
K02863,CbuK_0420,0,,cbc,rplA
K02886,IX88_00150,0,,abaa,
K02886,CBUD_1851,0,,cbd,rplB
K02906,IX88_00165,0,,abaa,
K02906,CbuK_0433,0,,cbc,rplC
K02926,CbuK_0434,0,,cbc,rplD
K02926,IX88_00160,0,,abaa,rplD
K02931,IX88_00105,0,,abaa,
K02931,CBUD_1842,0,,cbd,rplE
K02933,PflA506_4807,0,,pfc,rplF
K02933,IX88_00090,0,,abaa,
K02933,CbuG_1752,0,,cbg,rplF
K02935,CbuK_0422,0,,cbc,rplL
K02935,IX88_03660,0,,abaa,rplL
K02939,IX88_13415,0,,abaa,rplI
K02939,CbuK_0734,0,,cbc,rplI
K02864,BJAB0715_00327,0,,abab,
K02864,CbuK_0421,0,,cbc,rplJ
K02867,IX88_03645,0,,abaa,
K02867,CbuK_0419,0,,cbc,rplK
K02871,IX88_17940,0,,abaa,
K02871,CbuK_0258,0,,cbc,rplM
K02874,IX88_00115,0,,abaa,
K02874,CbuK_0443,0,,cbc,rplN
K02876,IX88_00070,0,,abaa,
K02876,CbuK_0452,0,,cbc,rplO
K02878,IX88_00130,0,,abaa,
K02878,COXBURSA331_A0344,0,,cbs,rplP
K02879,IX88_00035,0,,abaa,
K02879,CbuK_0459,0,,cbc,rplQ
K02881,IX88_00085,0,,abaa,
K02881,CbuK_0449,0,,cbc,rplR
K02884,IX88_00565,0,,abaa,
K02884,CbuK_1416,0,,cbc,rplS
K02887,IX88_05190,0,,abaa,rplT
K02887,CbuK_1187,0,,cbc,rplT
K02888,IX88_16820,0,,abaa,rplU
K02888,CbuK_1677,0,,cbc,rplU
K02890,ABSDF0428,0,,abm,rplV
K02890,CBUD_1849,0,,cbd,rplV
K02892,IX88_00155,0,,abaa,
K02892,CbuK_0435,0,,cbc,rplW
K02895,IX88_00110,0,,abaa,rplX
K02895,CbuK_0444,0,,cbc,rplX
K02897,IX88_06130,0,,abaa,
K02897,CbuK_0136,0,,cbc,rplY
K02899,IX88_16815,0,,abaa,rpmA
K02899,CbuK_1676,0,,cbc,rpmA
K02902,IX88_04540,0,,abaa,rpmB
K02904,IX88_00125,0,,abaa,
K02904,CbuK_0441,0,,cbc,rpmC
K02907,CbuK_0451,0,,cbc,rpmD
K02909,IX88_04240,0,,abaa,rpmE
K02909,CBUD_0971,0,,cbd,rpmE
K02911,CbuK_1369,0,,cbc,rpmF
K02913,CbuK_0486,0,,cbc,rpmG
K02916,IX88_05185,0,,abaa,
K02925,FOMMEDRAFT_21857,0,,fme,
K02930,AGABI2DRAFT201934,0,,abv,AGABI2DRAFT_201934
K02932,SMAC_05557,0,,smp,
K02934,Moror_7414,0,,mrr,
K02937,CTHT_0071220,0,,cthr,
K02866,MYCFIDRAFT_88005,0,,pfj,
K02868,NCU02509,0,,ncr,
K02872,MYCGRDRAFT_102406,0,,ztr,
K02943,AURDEDRAFT_167140,0,,adl,
K01885,IX88_00795,0,,abaa,
K02433,BJAB0715_03185,0,,abab,
K02433,CbuK_1705,0,,cbc,gatA
K02433,Mmc1_0682,0,,mgm,
K02434,ABBFA_000682,0,,abb,gatB
K02434,CbuG_0533,0,,cbg,gatB
K02435,IX88_17085,0,,abaa,
K02435,CbuG_0535,0,,cbg,gatC
K01886,BJAB0715_02416,0,,abab,
K01872,L483_24445,0,,pput,
K01872,IX88_07955,0,,abaa,
K01872,CBUD_0990,0,,cbd,alaS
K01876,IX88_17645,0,,abaa,
K01876,CbuK_1792,0,,cbc,aspS
K01878,BJAB0715_03473,0,,abab,
K01878,CbuK_0020,0,,cbc,glyQ
K01879,BJAB0715_03474,0,,abab,
K01879,CbuK_0021,0,,cbc,glyS
K01879,Pput_0076,0,,ppf,
K01868,CbuK_1191,0,,cbc,thrS
K01868,ABD1_05970,0,,abad,thrS
K01868,IX88_05160,0,,abaa,
K01875,IX88_16800,0,,abaa,
K01875,CBUD_1278,0,,cbd,serS
K01883,CbuK_1718,0,,cbc,cysS
K01883,IX88_08310,0,,abaa,
K01874,ABZJ_00779,0,,abz,
K01874,CBUD_0308,0,,cbd,metG
K00604,CBUD_2096,0,,cbd,fmt
K00604,CbuK_2047,0,,cbc,fmt
K00604,ACICU_03655,0,,abc,
K01873,BJAB0715_03122,0,,abab,
K01873,CbuG_1192,0,,cbg,valS
K01873,CbuK_0677,0,,cbc,valS
K01869,IX88_04900,0,,abaa,
K01869,CbuK_1279,0,,cbc,leuS
K01870,BJAB0715_00059,0,,abab,
K01870,CBU_0396,0,,cbu,ileS
K01870,CbuK_1665,0,,cbc,ileS
K04567,BJAB0868_01110,0,,abaj,
K04567,CbuK_1428,0,,cbc,lysS
K01887,IX88_02995,0,,abaa,argS
K01887,COXBURSA331_A0077,0,,cbs,argS
K01881,BJAB0868_03109,0,,abaj,
K01881,COXBURSA331_A0168,0,,cbs,proS
K01892,IX88_04815,0,,abaa,
K01892,CbuG_0763,0,,cbg,hisS
K01889,IX88_05210,0,,abaa,
K01889,CbuK_1186,0,,cbc,pheS
K01890,P795_14410,0,,abaz,
K01890,COXBURSA331_A1473,0,,cbs,pheT
K01866,ABD1_00140,0,,abad,tyrS
K01866,CBUD_1919,0,,cbd,tyrS
K01867,IX88_16670,0,,abaa,
K01867,CbuK_2096,0,,cbc,trpS
K00784,ABD1_22670,0,,abad,rnz
K00974,IX88_14690,0,,abaa,cca
K00974,CbuK_0123,0,,cbc,cca.1
K03231,NCU02003,0,,ncr,tef-1
K03231,MAA_03797,0,,maj,
K03231,COCSADRAFT_29782,0,,bsc,
K03685,ACICU_02796,0,,abc,
K03685,CbuK_1731,0,,cbc,rnc
K13288,CbuK_1096,0,,cbc,orn
K13288,IX88_04860,0,,abaa,
K03076,ABD1_29460,0,,abad,secY
K03076,CBUD_1834,0,,cbd,secY
K03073,IX88_03635,0,,abaa,
K03073,CbuK_0417,0,,cbc,secE
K03075,IX88_03950,0,,abaa,
K03075,CbuK_0583,0,,cbc,secG
K03072,CbuK_1010,0,,cbc,secD
K03072,IX88_17755,0,,abaa,secD
K03074,CBUD_1238,0,,cbd,secF
K03074,BJAB0715_03317,0,,abab,
K03210,IX88_17750,0,,abaa,
K03210,CbuK_1011,0,,cbc,yajC
K03217,CbuK_0027,0,,cbc,
K03217,IX88_02220,0,,abaa,
K03070,ABD1_28060,0,,abad,secA
K03070,CBUD_1958,0,,cbd,secA
K03071,BJAB0715_00548,0,,abab,
K03071,CbuK_1747,0,,cbc,secB
K03106,CBUD_1624,0,,cbd,ffh
K03106,BJAB0715_00785,0,,abab,
K03110,ABD1_19520,0,,abad,ftsY
K03110,CBUD_0216,0,,cbd,ftsY
K03116,IX88_04635,0,,abaa,
K03117,IX87_16930,0,,abau,
K03118,IX88_04625,0,,abaa,
K03100,IX88_15810,0,,abaa,
K03101,IX88_02415,0,,abaa,
K03101,CBUD_1671,0,,cbd,lspA
K04079,IX88_03785,0,,abaa,
K13993,Alide2_2062,0,,adk,
K13993,CbuK_1032,0,,cbc,
K10598,PGTG_15426,0,,pgr,
K04487,CBUD_1228,0,,cbd,
K04487,MYCTH_2300189,0,,mtm,
K04487,BJAB0715_01841,0,,abab,
K01011,IX88_01715,0,,abaa,
K04085,IX88_04170,0,,abaa,
K07235,ABD1_20150,0,,abad,
K11179,IX88_12185,0,,abaa,
K00566,ABZJ_02893,0,,abz,
K00566,CBUD_1245,0,,cbd,trmU
K03635,BJAB0868_02259,0,,abaj,
K03639,ABD1_20260,0,,abad,moaA
K21029,IX88_13265,0,,abaa,
K21029,A11S_845,0,,man,
K03151,CBUD_1272,0,,cbd,thiI
K03154,CbuK_0528,0,,cbc,thiS
K03154,ABZJ_02658,0,,abz,
K12581,CC1G_05036,0,,cci,
K08311,IX88_04350,0,,abaa,
K08300,BJAB0868_00458,0,,abaj,
K08300,COXBURSA331_A0595,0,,cbs,
K03732,IX88_14310,0,,abaa,
K01689,CbuK_0336,0,,cbc,eno
K01689,IX88_11655,0,,abaa,eno
K00962,NJ69_00340,0,,ppv,
K00962,IX88_04100,0,,abaa,
K00962,CbuK_0720,0,,cbc,pnp
K11927,PSEBR_a5286,0,,pba,
K12573,ABAYE0445,0,,aby,rnr
K12573,CbuG_0913,0,,cbg,rnr
K12573,CbuK_0959,0,,cbc,rnr
K03654,PP4_13040,0,,ppun,recQ
K03628,IX88_05230,0,,abaa,rho
K03628,CbuK_2135,0,,cbc,rho
K04043,CKC_02105,0,,lso,
K04043,IX88_02335,0,,abaa,dnaK
K04043,CbuG_0718,0,,cbg,dnaK
K04077,COXBURSA331_A1908,0,,cbs,groL
K04077,BJAB0715_03039,0,,abab,
K03666,BDGL_001599,0,,acc,hfq
K00937,IX87_00580,0,,abau,
K00970,IX88_05120,0,,abaa,
K00970,CbuG_1720,0,,cbg,pcnB
K02342,CbuK_0515,0,,cbc,dnaQ
K14159,ABZJ_01243,0,,abz,
K02337,BJAB0715_01685,0,,abab,
K02337,CbuK_1201,0,,cbc,dnaE
K02343,ABAYE1519,0,,aby,dnaX
K02343,CBUD_0669,0,,cbd,dnaX
K02341,A1S_1558,0,,acb,
K02341,CbuK_1358,0,,cbc,holB
K02340,IX88_04890,0,,abaa,
K02340,CbuG_1440,0,,cbg,holA
K02339,IX88_03370,0,,abaa,
K02338,IX88_02195,0,,abaa,
K02338,CbuK_0002,0,,cbc,
K02314,BJAB0868_01163,0,,abaj,
K02314,IX88_13420,0,,abaa,
K02314,COXBURSA331_A1083,0,,cbs,dnaB
K02316,IX88_06180,0,,abaa,
K02316,CBUD_0394,0,,cbd,dnaG
K02316,CbuK_1824,0,,cbc,dnaG
K03111,IX88_01215,0,,abaa,
K03111,CbuG_1737,0,,cbg,ssb
K03469,CbuK_0513,0,,cbc,rnhA
K03470,BJAB0715_01332,0,,abab,
K02335,BJAB0715_00656,0,,abab,
K02335,CbuG_0173,0,,cbg,polA
K01972,ABAYE3010,0,,aby,ligA
K01972,BJAB0715_00792,0,,abab,
K01972,Ping_2336,0,,pin,
K01972,CbuK_1296,0,,cbc,ligA
K10563,IX88_17340,0,,abaa,
K10773,CbuK_0314,0,,cbc,nth
K10773,BJAB0868_01140,0,,abaj,
K01246,AB57_3890,0,,abn,
K03648,ABTW07_1831,0,,abd,ung
K03648,CbuK_0851,0,,cbc,ung
K03575,IX88_01955,0,,abaa,
K03575,CbuG_1064,0,,cbg,mutY
K03652,IX88_17335,0,,abaa,
K01142,IX88_01490,0,,abaa,
K02335,BJAB0715_00656,0,,abab,
K02335,CbuG_0173,0,,cbg,polA
K07462,BJAB0715_03698,0,,abab,
K07462,CbuK_1349,0,,cbc,recJ
K01972,ABAYE3010,0,,aby,ligA
K01972,BJAB0715_00792,0,,abab,
K01972,Ping_2336,0,,pin,
K01972,CbuK_1296,0,,cbc,ligA
K03723,ABLAC_24570,0,,abal,
K03701,ABD1_31900,0,,abad,uvrA
K03701,CBU_0274,0,,cbu,uvrA
K03702,ABBFA_000942,0,,abb,uvrB
K03702,CbuK_1320,0,,cbc,uvrB
K03703,ACICU_00326,0,,abc,
K03703,CbuK_1048,0,,cbc,uvrC
K03657,P795_15085,0,,abaz,
K03657,CbuK_2100,0,,cbc,uvrD
K02335,BJAB0715_00656,0,,abab,
K02335,CbuG_0173,0,,cbg,polA
K01972,ABAYE3010,0,,aby,ligA
K01972,BJAB0715_00792,0,,abab,
K01972,Ping_2336,0,,pin,
K01972,CbuK_1296,0,,cbc,ligA
K03555,IX87_04295,0,,abau,
K03572,P795_6380,0,,abaz,
K03657,P795_15085,0,,abaz,
K03657,CbuK_2100,0,,cbc,uvrD
K03601,P795_11360,0,,abaz,
K03601,CbuK_1104,0,,cbc,xseA
K03602,BJAB0715_01384,0,,abab,
K03602,CbuK_1392,0,,cbc,xseB
K07462,BJAB0715_03698,0,,abab,
K07462,CbuK_1349,0,,cbc,recJ
K03111,IX88_01215,0,,abaa,
K03111,CbuG_1737,0,,cbg,ssb
K02337,BJAB0715_01685,0,,abab,
K02337,CbuK_1201,0,,cbc,dnaE
K02338,IX88_02195,0,,abaa,
K02338,CbuK_0002,0,,cbc,
K02343,ABAYE1519,0,,aby,dnaX
K02343,CBUD_0669,0,,cbd,dnaX
K02340,IX88_04890,0,,abaa,
K02340,CbuG_1440,0,,cbg,holA
K02341,A1S_1558,0,,acb,
K02341,CbuK_1358,0,,cbc,holB
K02342,CbuK_0515,0,,cbc,dnaQ
K14159,ABZJ_01243,0,,abz,
K02339,IX88_03370,0,,abaa,
K01972,ABAYE3010,0,,aby,ligA
K01972,BJAB0715_00792,0,,abab,
K01972,Ping_2336,0,,pin,
K01972,CbuK_1296,0,,cbc,ligA
K07462,BJAB0715_03698,0,,abab,
K07462,CbuK_1349,0,,cbc,recJ
K03111,IX88_01215,0,,abaa,
K03111,CbuG_1737,0,,cbg,ssb
K03629,ABLAC_00030,0,,abal,
K03629,CBUD_0003,0,,cbd,recF
K03584,IX87_09255,0,,abau,
K03584,CbuK_1729,0,,cbc,recO
K06187,IX88_10375,0,,abaa,recR
K06187,CbuK_1602,0,,cbc,recR
K03553,BJAB0715_02232,0,,abab,
K03553,CBUD_0988,0,,cbd,recA
K03553,CbuK_0784,0,,cbc,recA
K02335,BJAB0715_00656,0,,abab,
K02335,CbuG_0173,0,,cbg,polA
K03550,IX88_15960,0,,abaa,
K03550,CbuK_1795,0,,cbc,ruvA
K03551,IX88_15965,0,,abaa,ruvB
K03551,CbuG_0442,0,,cbg,ruvB
K01159,IX88_09570,0,,abaa,
K01159,CbuK_1794,0,,cbc,ruvC
K03655,ABBFA_000418,0,,abb,recG
K03655,CbuK_0502,0,,cbc,recG
K03582,BJAB0868_00416,0,,abaj,
K03583,P795_15515,0,,abaz,
K03583,IX88_04075,0,,abaa,
K03581,ABD1_03300,0,,abad,recD
K02337,BJAB0715_01685,0,,abab,
K02337,CbuK_1201,0,,cbc,dnaE
K02338,IX88_02195,0,,abaa,
K02338,CbuK_0002,0,,cbc,
K02343,ABAYE1519,0,,aby,dnaX
K02343,CBUD_0669,0,,cbd,dnaX
K02340,IX88_04890,0,,abaa,
K02340,CbuG_1440,0,,cbg,holA
K02341,A1S_1558,0,,acb,
K02341,CbuK_1358,0,,cbc,holB
K02342,CbuK_0515,0,,cbc,dnaQ
K14159,ABZJ_01243,0,,abz,
K02339,IX88_03370,0,,abaa,
K04066,P795_15455,0,,abaz,
K04066,CbuK_0111,0,,cbc,priA
K02048,IX88_00785,0,,abaa,
K02046,IX88_15865,0,,abaa,
K02047,IX88_15870,0,,abaa,cysW
K02045,IX88_15875,0,,abaa,
K15551,BJAB0868_01597,0,,abaj,
K15552,ABD1_14440,0,,abad,tauC
K10831,ABBFA_002044,0,,abb,
K15553,BJAB0715_00067,0,,abab,
K15554,IX88_02450,0,,abaa,
K15555,IX88_02445,0,,abaa,ssuB
K02020,IX87_17870,0,,abau,modA
K02018,IX87_19685,0,,abau,modB
K02017,BJAB0868_01916,0,,abaj,
K02012,ABAYE2322,0,,aby,
K02011,ABBFA_002149,0,,abb,
K02010,ABZJ_01538,0,,abz,
K02001,NJ69_17100,0,,ppv,
K07323,IX88_00265,0,,abaa,
K02067,IX88_00270,0,,abaa,
K02066,IX88_00275,0,,abaa,
K07122,IX88_00260,0,,abaa,
K02065,ABD1_29890,0,,abad,ttg2A
K02040,ABD1_24350,0,,abad,pstS
K02037,BJAB0715_02834,0,,abab,
K02038,IX88_15425,0,,abaa,
K02036,IX88_15420,0,,abaa,
K10015,IX87_07605,0,,abau,
K10016,BJAB0715_02703,0,,abab,
K10017,BJAB0715_02701,0,,abab,
K10014,BJAB0715_02704,0,,abab,
K10001,BJAB0715_01713,0,,abab,
K10002,IX88_09420,0,,abaa,
K10003,IX88_09415,0,,abaa,
K10004,IX88_09425,0,,abaa,
K02073,IX88_07585,0,,abaa,
K02072,BJAB0715_01704,0,,abab,
K02071,IX87_02805,0,,abau,
K13893,ABD1_10750,0,,abad,
K13894,ABBFA_002491,0,,abb,
K13894,P795_12060,0,,abaz,
K13895,BJAB0868_01226,0,,abaj,
K13896,BJAB0715_01245,0,,abab,
K02016,BJAB0715_02045,0,,abab,
K02015,ABSDF1954,0,,abm,
K02013,BJAB0715_02043,0,,abab,
K09815,IX88_03030,0,,abaa,
K09816,ABD1_01460,0,,abad,znuB
K09817,IX88_03020,0,,abaa,
K09808,P795_4070,0,,abaz,
K09808,CBUD_1046,0,,cbd,lolC
K09810,IX88_16085,0,,abaa,
K09810,CbuK_0842,0,,cbc,lolD.2
K07091,IX88_03380,0,,abaa,
K07091,CbuG_1191,0,,cbg,
K11720,ABD1_02150,0,,abad,
K11720,CBUD_0876,0,,cbd,
K06861,IX88_08335,0,,abaa,
K06861,CBUD_0759,0,,cbd,
K11085,IX87_02345,0,,abau,
K11085,CbuK_0724,0,,cbc,
K18893,BJAB0715_01765,0,,abab,
K12541,IX88_08345,0,,abaa,
K12541,ACIAD1488,0,,aci,
K05685,IX88_04880,0,,abaa,
K08483,ABD1_19670,0,,abad,fruB
K08483,ACIAD1990,0,,aci,fruB
K11183,ABD1_19670,0,,abad,fruB
K11183,ACIAD1990,0,,aci,fruB
K02768,ABD1_19670,0,,abad,fruB
K02768,ACIAD1990,0,,aci,fruB
K02769,ABD1_19690,0,,abad,fruB
K02769,P795_7145,0,,abaz,
K02770,ABD1_19690,0,,abad,fruB
K02770,P795_7145,0,,abaz,
K08484,IX88_04345,0,,abaa,
K08484,CBUD_0439,0,,cbd,ptsP
K08485,IX88_05145,0,,abaa,
K12340,ABSDF3274,0,,abm,tolC
K02453,BJAB0715_00318,0,,abab,
K02452,IX88_03570,0,,abaa,
K02455,BJAB0715_00407,0,,abab,
K02456,IX88_04145,0,,abaa,
K02458,BJAB0715_01794,0,,abab,
K02459,ABAYE2069,0,,aby,xcpW
K02460,BJAB0868_01735,0,,abaj,
K02461,IX88_13945,0,,abaa,
K02462,ABD1_22500,0,,abad,
K02454,ABSDF1234,0,,abm,xcpR
K02454,IX88_05285,0,,abaa,
K03072,CbuK_1010,0,,cbc,secD
K03072,IX88_17755,0,,abaa,secD
K03074,CBUD_1238,0,,cbd,secF
K03074,BJAB0715_03317,0,,abab,
K03073,IX88_03635,0,,abaa,
K03073,CbuK_0417,0,,cbc,secE
K03075,IX88_03950,0,,abaa,
K03075,CbuK_0583,0,,cbc,secG
K03076,ABD1_29460,0,,abad,secY
K03076,CBUD_1834,0,,cbd,secY
K03210,IX88_17750,0,,abaa,
K03210,CbuK_1011,0,,cbc,yajC
K03217,CbuK_0027,0,,cbc,
K03217,IX88_02220,0,,abaa,
K03070,ABD1_28060,0,,abad,secA
K03070,CBUD_1958,0,,cbd,secA
K03110,ABD1_19520,0,,abad,ftsY
K03110,CBUD_0216,0,,cbd,ftsY
K03071,BJAB0715_00548,0,,abab,
K03071,CbuK_1747,0,,cbc,secB
K03106,CBUD_1624,0,,cbd,ffh
K03106,BJAB0715_00785,0,,abab,
K03116,IX88_04635,0,,abaa,
K03117,IX87_16930,0,,abau,
K03118,IX88_04625,0,,abaa,
K07636,CbuK_0557,0,,cbc,phoR
K07636,IX88_01700,0,,abaa,
K07657,IX88_01695,0,,abaa,
K07657,CbuK_0558,0,,cbc,phoB
K01113,ABSDF0801,0,,abm,
K01113,BJAB0715_03052,0,,abab,
K02040,ABD1_24350,0,,abad,pstS
K07638,IX88_00915,0,,abaa,
K07659,IX88_00910,0,,abaa,
K07639,IX88_05725,0,,abaa,
K07661,IX88_05720,0,,abaa,
K04771,IX88_15825,0,,abaa,
K07642,ABZJ_03315,0,,abz,
K07664,IX88_17590,0,,abaa,
K07666,IX87_10335,0,,abau,
K07646,ABBFA_001328,0,,abb,
K07667,IX87_06675,0,,abau,
K01546,BJAB0868_02380,0,,abaj,
K01546,IX87_06695,0,,abau,
K01547,ABD1_21390,0,,abad,kpdB
K01547,BDGL_001627,0,,acc,kdpB
K01548,ABSDF1599,0,,abm,kdpC
K02313,IX88_02200,0,,abaa,
K02313,CbuK_0001,0,,cbc,
K19611,IX88_06920,0,,abaa,
K00027,BJAB0715_00186,0,,abab,
K08082,BJAB0868_00329,0,,abaj,
K08083,IX88_03530,0,,abaa,
K07678,P795_14545,0,,abaz,
K03563,IX88_07945,0,,abaa,
K03563,CBUD_0992,0,,cbd,csrA1
K00990,BJAB0715_01694,0,,abab,
K00990,IX88_09320,0,,abaa,
K07708,IX88_12105,0,,abaa,
K07712,IX88_12110,0,,abaa,glnG
K01915,BJAB0715_02756,0,,abab,
K02106,ABZJ_01935,0,,abz,
K00626,BJAB0868_01504,0,,abaj,
K11103,BJAB0715_01049,0,,abab,
K02668,M3Q_501,0,,abh,
K02667,ABD1_02180,0,,abad,pilR
K03092,ABBFA_002934,0,,abb,rpoN
K02650,SO_0417,0,,son,pilA
K02660,ABTW07_3280,0,,abd,
K02659,BJAB0715_03212,0,,abab,
K02657,IX88_17260,0,,abaa,
K02658,IX88_17255,0,,abaa,
K10004,IX88_09425,0,,abaa,
K10002,IX88_09420,0,,abaa,
K10003,IX88_09415,0,,abaa,
K10001,BJAB0715_01713,0,,abab,
K05597,IX88_09280,0,,abaa,
K10914,IX88_07990,0,,abaa,
K00412,cob,0,,dha,
K00412,RTB9991CWPP_01280,0,,rtb,
K00425,BJAB0715_01657,0,,abab,
K00426,IX88_09130,0,,abaa,
K12340,ABSDF3274,0,,abm,tolC
K02183,BC1G_09287,0,,bfu,
K02183,BC1G_09287,0,,bfu,
K05759,MELLADRAFT_35827,0,,mlr,
K05692,MGL_1986,0,,mgl,
K05692,MELLADRAFT_45600,0,,mlr,
K05759,MELLADRAFT_35827,0,,mlr,
K04564,IX88_14705,0,,abaa,
K04564,CbuK_0304,0,,cbc,sodB
K00940,CBUD_1342,0,,cbd,ndk
K00940,BJAB0715_00538,0,,abab,
K17686,ABD1_12270,0,,abad,copA
K03781,ABBFA_002102,0,,abb,
K03781,BJAB0868_01471,0,,abaj,
K03781,ACIAD0451,0,,aci,katA
K02183,BC1G_09287,0,,bfu,
K03781,ABBFA_002102,0,,abb,
K03781,BJAB0868_01471,0,,abaj,
K03781,ACIAD0451,0,,aci,katA
K06063,GLOTRDRAFT_114500,0,,gtr,
K05692,MGL_1986,0,,mgl,
K05692,MELLADRAFT_45600,0,,mlr,
K05692,MGL_1986,0,,mgl,
K05692,MELLADRAFT_45600,0,,mlr,
K00134,COXBURSA331_A1980,0,,cbs,gap
K00134,BJAB0868_01271,0,,abaj,
K01689,CbuK_0336,0,,cbc,eno
K01689,IX88_11655,0,,abaa,eno
K00161,PPUBIRD1_0605,0,,ppb,acoA
K00161,IX88_10455,0,,abaa,
K00161,LFML04_1773,0,,lfi,
K00162,A1S_1700,0,,acb,
K00162,LFML04_1774,0,,lfi,
K03781,ABBFA_002102,0,,abb,
K03781,BJAB0868_01471,0,,abaj,
K03781,ACIAD0451,0,,aci,katA
K04564,IX88_14705,0,,abaa,
K04564,CbuK_0304,0,,cbc,sodB
K01596,IX88_16500,0,,abaa,
