Query_id,Subject_id,Identity,Align_length,Mismatch,Gap,Query_start,Query_end,Subject_start,Subject_end,E-value,Score
Sample1.4160,abm:ABSDF3125,98.6,210,3,0,1,210,3,212,1.70E-119,434.1
Sample1.4161,abaa:IX88_04210,100,64,0,0,1,64,1,64,4.20E-34,148.7
Sample1.4162,abab:BJAB0715_00420,100,214,0,0,1,214,1,214,1.10E-123,448
Sample1.4163,abaj:BJAB0868_00440,99.7,338,1,0,1,338,1,338,1.90E-194,683.7
Sample1.4164,abaj:BJAB0868_00439,98.8,334,4,0,1,334,1,334,3.50E-188,662.9
Sample1.4165,abaj:BJAB0868_00438,100,288,0,0,1,288,1,288,4.80E-162,575.9
Sample1.4166,abaa:IX88_04185,100,203,0,0,1,203,1,203,1.20E-114,417.9
Sample1.4167,abab:BJAB0715_00415,100,499,0,0,1,499,1,499,1.10E-299,1033.9
Sample1.4168,abal:ABLAC_35280,99.4,318,2,0,1,318,38,355,7.20E-183,645.2
Sample1.4169,abaa:IX88_03485,99.8,625,1,0,1,625,1,625,0.00E+00,1275.4
Sample1.4170,abab:BJAB0715_00298,99,208,2,0,1,208,1,208,1.90E-112,410.6
Sample1.4171,abaa:IX88_03475,99.6,270,1,0,1,270,1,270,3.40E-157,559.7
Sample1.4172,aby:ABAYE3521,99.5,186,1,0,1,186,1,186,2.30E-101,373.6
Sample1.4173,abaz:P795_16010,99,310,3,0,1,310,1,310,2.60E-177,626.7
Sample1.4174,abaa:IX88_03460,100,398,0,0,1,398,1,398,5.40E-228,795.4
Sample1.4175,abal:ABLAC_35350,100,448,0,0,1,448,1,448,3.00E-251,872.8
Sample1.4176,abaa:IX88_03450,100,83,0,0,1,83,1,83,3.20E-42,176
Sample1.4177,abad:ABD1_02270,99.7,617,2,0,1,617,1,617,0.00E+00,1214.5
Sample1.4178,abaa:IX88_03440,100,99,0,0,1,99,1,99,5.70E-46,188.7
Sample1.4179,abaa:IX88_03435,100,306,0,0,1,306,1,306,4.00E-175,619.4
Sample1.4180,abaa:IX88_03430,99.6,271,1,0,1,271,1,271,4.60E-154,549.3
Sample1.4181,abc:ACICU_00262,99.8,437,1,0,1,437,1,437,2.10E-241,840.1
Sample1.4182,abaa:IX88_03420,100,379,0,0,1,379,1,379,3.20E-214,749.6
Sample1.4183,abad:ABD1_02210,100,335,0,0,1,335,1,335,3.10E-184,649.8
Sample1.4184,abab:BJAB0715_00284,99.1,211,2,0,17,227,1,211,3.10E-111,406.8
Sample1.4185,abh:M3Q_501,99.8,522,1,0,1,522,1,522,3.70E-293,1012.3
Sample1.4186,abad:ABD1_02180,99.2,473,4,0,1,473,1,473,2.60E-266,922.9
Sample1.4187,abaz:P795_16080,100,394,0,0,1,394,1,394,1.30E-221,774.2
Sample1.4188,abaa:IX88_03390,99.2,515,4,0,1,515,1,515,9.50E-294,1014.2
Sample1.4189,abad:ABD1_02150,100,356,0,0,1,356,1,356,2.20E-201,706.8
Sample1.4190,abaa:IX88_03380,99.7,350,1,0,1,350,17,366,1.10E-192,677.9
Sample1.4191,abaj:BJAB0868_00299,100,482,0,0,1,482,1,482,1.00E-273,947.6
Sample1.4192,abaa:IX88_03370,100,135,0,0,1,135,1,135,4.00E-74,282.7
Sample1.4193,abaj:BJAB0868_00297,99.5,212,1,0,1,212,1,212,6.40E-111,405.6
Sample1.4194,abaa:IX88_03360,100,72,0,0,1,72,1,72,5.60E-35,151.8
Sample1.4195,acb:A1S_1849,98.7,237,3,0,1,237,49,285,5.10E-125,452.6
Sample1.4196,cbd:CBUD_1831,91.9,123,10,0,1,123,1,123,2.50E-59,233.4
Sample1.4197,abz:ABZJ_02143,97.4,268,7,0,1,268,1,268,8.80E-150,535
Sample1.4198,abaj:BJAB0868_02102,98.7,820,11,0,1,820,1,820,0.00E+00,1651
Sample1.4199,abab:BJAB0715_02110,98.2,495,9,0,1,495,1,495,7.00E-278,961.4
Sample1.4200,abb:ABBFA_001599,96.7,425,14,0,1,425,1,425,2.00E-244,850.1
Sample1.4201,aby:ABAYE1710,98.7,771,10,0,1,771,4,774,0.00E+00,1563.1
Sample1.4202,abaa:IX88_11455,99,304,3,0,1,304,1,304,8.70E-170,601.7
Sample1.4203,abaa:IX88_11460,100,317,0,0,2,318,1,317,5.70E-180,635.6
Sample1.4204,abb:ABBFA_001595,100,317,0,0,1,317,1,317,3.20E-183,646.4
Sample1.4205,abal:ABLAC_27330,100,245,0,0,1,245,1,245,3.60E-134,483
Sample1.4206,acc:BDGL_001339,99.4,161,1,0,1,161,1,161,2.20E-87,327
Sample1.4207,aby:ABAYE1704,99.8,436,1,0,1,436,1,436,6.40E-259,898.3
Sample1.4208,abaa:IX88_11485,99.4,175,1,0,1,175,1,175,3.50E-99,366.3
Sample1.4209,abaa:IX88_11490,99.2,119,1,0,1,119,1,119,2.30E-65,253.4
Sample1.4210,abaj:BJAB0868_02114,100,389,0,0,1,389,1,389,1.00E-223,781.2
Sample1.4211,abaj:BJAB0868_02115,99.7,369,1,0,1,369,1,369,7.50E-208,728.4
Sample1.4212,abc:ACICU_01977,100,180,0,0,1,180,1,180,1.60E-94,350.9
Sample1.4213,abad:ABD1_18890,99.8,449,1,0,1,449,1,449,1.60E-252,877.1
Sample1.4214,abal:ABLAC_27420,99.5,418,2,0,1,418,1,418,3.70E-248,862.4
Sample1.4215,abab:BJAB0715_02126,99.6,247,1,0,1,247,1,247,4.30E-135,486.1
Sample1.4216,abab:BJAB0715_02127,100,232,0,0,1,232,1,232,6.50E-133,478.8
Sample1.4217,abaa:IX88_11535,100,373,0,0,1,373,1,373,2.00E-221,773.5
Sample1.4218,abaj:BJAB0868_02122,99,413,4,0,1,413,1,413,1.80E-239,833.6
Sample1.4219,abad:ABD1_18950,99.1,109,1,0,1,109,1,109,1.60E-53,214.2
Sample1.4220,abab:BJAB0715_01049,99.7,361,1,0,1,361,60,420,2.60E-197,693.3
Sample1.4221,abad:ABD1_08870,99.4,332,2,0,1,332,1,332,6.10E-193,678.7
Sample1.4222,abaa:IX88_06675,100,66,0,0,1,66,1,66,5.20E-27,125.2
Sample1.4223,abaa:IX88_06670,99.4,171,1,0,1,171,1,171,1.10E-92,344.7
Sample1.4224,abab:BJAB0715_01045,100,204,0,0,1,204,1,204,3.00E-110,403.3
Sample1.4225,abaa:IX88_06660,100,688,0,0,1,688,1,688,0.00E+00,1386.3
Sample1.4226,abaa:IX88_06655,100,400,0,0,1,400,141,540,1.70E-229,800.4
Sample1.4227,abaz:P795_13060,100,108,0,0,1,108,1,108,4.70E-58,229.2
Sample1.4228,abaa:IX88_06650,100,207,0,0,1,207,1,207,3.30E-112,409.8
Sample1.4229,abh:M3Q_1226,99.8,490,1,0,1,490,1,490,1.10E-278,964.1
Sample1.4230,abad:ABD1_08790,100,552,0,0,1,552,1,552,0.00E+00,1137.5
Sample1.4231,abab:BJAB0715_01039,100,546,0,0,1,546,1,546,0.00E+00,1086.6
Sample1.4232,abh:M3Q_1223,100,156,0,0,1,156,1,156,1.00E-81,308.1
Sample1.4233,abj:BJAB07104_01019,100,292,0,0,1,292,1,292,1.20E-165,587.8
Sample1.4234,abaa:IX88_06620,100,444,0,0,1,444,1,444,1.00E-248,864.4
Sample1.4235,acb:A1S_0920,99,198,2,0,1,198,440,637,2.20E-105,387.1
Sample1.4236,abaa:IX88_06615,98.3,405,7,0,1,405,13,417,2.50E-233,813.1
Sample1.4237,abad:ABD1_08710,100,163,0,0,1,163,73,235,3.30E-83,313.2
Sample1.4238,abd:ABTW07_1011,100,63,0,0,1,63,1,63,1.20E-27,127.5
Sample1.4239,abj:BJAB07104_01014,98.9,91,1,0,1,91,1,91,2.00E-45,186.8
Sample1.4240,abau:IX87_00990,99.7,296,1,0,1,296,1,296,1.10E-166,591.3
Sample1.4241,abau:IX87_00995,100,314,0,0,1,314,1,314,4.40E-177,625.9
Sample1.4242,abj:BJAB07104_01011,99.8,461,1,0,1,461,1,461,8.60E-262,907.9
Sample1.4243,abad:ABD1_08660,97.8,448,10,0,1,448,1,448,8.10E-265,917.9
Sample1.4244,abaz:P795_3195,99.7,668,2,0,1,668,15,682,0.00E+00,1352
Sample1.4245,abm:ABSDF0673,98.4,249,4,0,1,249,1,249,3.10E-141,506.5
Sample1.4246,abaz:P795_3205,98.9,355,4,0,1,355,1,355,1.30E-204,717.6
Sample1.4247,abab:BJAB0715_03188,100,172,0,0,1,172,1,172,5.00E-90,335.9
Sample1.4248,abm:ABSDF0676,98.4,192,3,0,1,192,1,192,1.50E-106,391
Sample1.4249,abb:ABBFA_000682,99.8,489,1,0,1,489,1,489,9.10E-278,961.1
Sample1.4250,abab:BJAB0715_03185,99.8,492,1,0,1,492,1,492,4.40E-280,968.8
Sample1.4251,abaa:IX88_17085,100,104,0,0,1,104,1,104,8.10E-51,204.9
Sample1.4252,abaa:IX88_17080,99.7,346,1,0,1,346,1,346,2.30E-190,670.2
Sample1.4253,abab:BJAB0715_03182,99.6,285,1,0,1,285,1,285,6.00E-157,558.9
Sample1.4254,abau:IX87_10745,100,163,0,0,1,163,1,163,3.90E-92,342.8
Sample1.4255,aby:ABAYE0704,100,186,0,0,1,186,1,186,1.50E-100,370.9
Sample1.4256,abaa:IX88_17060,100,147,0,0,1,147,1,147,2.40E-77,293.5
Sample1.4257,abaa:IX88_17060,100,336,0,0,1,336,149,484,3.00E-187,659.8
Sample1.4258,abaa:IX88_17050,99.6,461,2,0,1,461,1,461,7.00E-264,914.8
Sample1.4259,abc:ACICU_03025,99.2,254,2,0,1,254,1,254,1.50E-146,524.2
Sample1.4260,abaa:IX88_17040,100,205,0,0,1,205,1,205,7.00E-115,418.7
Sample1.4261,abb:ABBFA_000694,99.6,476,2,0,1,476,1,476,9.10E-275,951
Sample1.4262,abad:ABD1_27180,99.6,232,1,0,1,232,1,232,9.30E-132,474.9
Sample1.4263,abau:IX87_10695,99.7,344,1,0,1,344,1,344,5.70E-194,682.2
Sample1.4264,abab:BJAB0715_03171,99.4,325,2,0,1,325,1,325,1.10E-189,667.9
Sample1.4265,abad:ABD1_27150,99.2,266,2,0,1,266,1,266,1.20E-146,524.6
Sample1.4266,abab:BJAB0715_03169,100,272,0,0,1,272,1,272,4.60E-146,522.7
Sample1.4267,abad:ABD1_27130,99.3,297,2,0,1,297,1,297,1.10E-161,574.7
Sample1.4268,abb:ABBFA_000702,99.7,332,1,0,1,332,1,332,3.20E-186,656.4
Sample1.4269,abd:ABTW07_3236,99.7,294,1,0,1,294,1,294,9.30E-169,598.2
Sample1.4270,abaa:IX88_16985,99.3,430,3,0,1,430,22,451,4.30E-247,859
Sample1.4271,abad:ABD1_27080,99.7,395,1,0,1,395,1,395,3.20E-225,786.2
Sample1.4272,abaa:IX88_16975,99.7,303,1,0,1,303,1,303,8.40E-165,585.1
Sample1.4273,abaj:BJAB0868_02978,95.9,122,5,0,1,122,1,122,9.80E-64,248.1
Sample1.4274,abab:BJAB0715_03138,100,284,0,0,1,284,1,284,9.00E-153,545
Sample1.4275,abau:IX87_10370,100,153,0,0,1,153,1,153,1.40E-83,314.3
Sample1.4276,abaa:IX88_16955,100,305,0,0,1,305,1,305,1.60E-168,597.4
Sample1.4277,abab:BJAB0715_03135,99,208,2,0,1,208,1,208,2.60E-117,426.8
Sample1.4278,abau:IX87_10355,99,415,4,0,1,415,1,415,1.50E-236,823.9
Sample1.4279,abau:IX87_10345,99.5,434,2,0,1,434,1,434,2.80E-246,856.3
Sample1.4280,aby:ABAYE0731,99.4,468,3,0,1,468,1,468,2.10E-271,939.9
Sample1.4281,abab:BJAB0715_01082,99.8,1228,2,0,1,1228,1,1228,0.00E+00,2442.5
Sample1.4282,abaa:IX88_06860,99.1,334,3,0,1,334,1,334,1.80E-184,650.6
Sample1.4283,acc:BDGL_000248,98.9,281,3,0,1,281,1,281,1.50E-160,570.9
Sample1.4284,abh:M3Q_1267,99.3,434,3,0,1,434,1,434,8.90E-253,877.9
Sample1.4285,cbd:CBUD_0393,79.5,709,129,7,1,704,1,698,0.00E+00,1063.9
Sample1.4286,abad:ABD1_09210,98.4,249,4,0,1,249,1,249,2.20E-131,473.8
Sample1.4287,abad:ABD1_09200,99.3,301,2,0,1,301,1,301,6.60E-170,602.1
Sample1.4288,abb:ABBFA_002645,87.8,148,18,0,1,148,1,148,4.20E-69,266.2
Sample1.4289,abaa:IX88_06830,96.6,381,13,0,1,381,1,381,1.90E-214,750.4
Sample1.4290,abad:ABD1_09170,98.3,406,7,0,1,406,1,406,6.90E-223,778.5
Sample1.4291,acc:BDGL_000241,98.5,262,4,0,1,262,1,262,3.50E-143,513.1
Sample1.4292,acc:BDGL_000240,99.8,440,1,0,1,440,1,440,7.90E-249,864.8
Sample1.4293,abab:BJAB0715_01075,100,160,0,0,1,160,1,160,1.70E-84,317.4
Sample1.4294,abh:M3Q_1258,100,432,0,0,1,432,1,432,7.30E-247,858.2
Sample1.4295,abau:IX87_00740,98.7,398,5,0,1,398,1,398,1.60E-235,820.5
Sample1.4296,cbc:CbuK_0455,79.5,117,24,0,1,117,1,117,1.10E-46,191.4
Sample1.4297,cbc:CbuK_1824,55.6,329,139,5,1,329,243,564,4.80E-87,327
Sample1.4298,abau:IX87_00745,99.1,546,5,0,1,546,1,546,2.10E-307,1059.7
Sample1.4299,abaa:IX88_06790,99.6,488,2,0,1,488,1,488,6.90E-278,961.4
Sample1.4300,abaa:IX88_06785,99.2,263,2,0,1,263,1,263,4.60E-143,512.7
Sample1.4301,abab:BJAB0715_01068,99.6,264,1,0,1,264,1,264,1.50E-146,524.2
Sample1.4302,aby:ABAYE2840,97.7,221,5,0,1,221,1,221,5.60E-118,429.1
Sample1.4303,abaa:IX88_06770,100,173,0,0,1,173,1,173,7.80E-99,365.2
Sample1.4304,abab:BJAB0715_01065,99.8,407,1,0,1,407,1,407,5.00E-229,798.9
Sample1.4305,abaa:IX88_06760,100,57,0,0,6,62,347,403,2.30E-24,116.3
Sample1.4306,abab:BJAB0715_01058,99.3,134,1,0,1,134,137,270,5.30E-71,272.3
Sample1.4307,abab:BJAB0715_01057,100,99,0,0,1,99,1,99,1.30E-50,204.1
Sample1.4308,cbd:CBUD_0394,74.7,182,46,0,4,185,24,205,1.00E-71,275.4
Sample1.4309,abal:ABLAC_17090,100,193,0,0,1,193,1,193,6.00E-108,395.6
Sample1.4310,abaa:IX88_06715,98.5,262,4,0,1,262,1,262,1.70E-142,510.8
Sample1.4311,abab:BJAB0715_01054,100,139,0,0,1,139,1,139,1.30E-75,287.7
Sample1.4312,abaa:IX88_06705,100,419,0,0,1,419,1,419,4.40E-249,865.5
Sample1.4313,abaj:BJAB0868_01048,100,664,0,0,1,664,1,664,0.00E+00,1347.8
Sample1.4314,abaa:IX88_06695,100,113,0,0,1,113,1,113,3.90E-59,232.6
Sample1.4315,abab:BJAB0715_01050,100,176,0,0,1,176,1,176,2.80E-96,356.7
Sample1.4316,abau:IX87_17065,99.1,339,3,0,1,339,1,339,1.90E-189,667.2
Sample1.4317,cbd:CBUD_0396,83.5,79,13,0,15,93,8,86,1.10E-30,137.9
Sample1.4318,abb:ABBFA_003043,98.2,280,5,0,1,280,1,280,1.20E-157,561.2
Sample1.4319,abab:BJAB0715_00531,97.7,437,10,0,1,437,1,437,1.90E-247,860.1
Sample1.4320,abad:ABD1_04610,100,421,0,0,1,421,1,421,1.10E-234,817.8
Sample1.4321,abad:ABD1_04600,99.8,542,1,0,1,542,1,542,0.00E+00,1082.4
Sample1.4322,abaa:IX88_04740,100,170,0,0,1,170,1,170,3.80E-90,336.3
Sample1.4323,abaa:IX88_04735,100,452,0,0,1,452,1,452,1.50E-250,870.5
Sample1.4324,abaa:IX88_04730,100,206,0,0,1,206,1,206,3.30E-112,409.8
Sample1.4325,abaa:IX88_04725,99.8,617,1,0,1,617,1,617,0.00E+00,1220.7
Sample1.4326,abab:BJAB0715_00523,99.8,420,1,0,1,420,1,420,1.70E-240,837
Sample1.4327,abaa:IX88_04710,99.9,714,1,0,1,714,1,714,0.00E+00,1377.8
Sample1.4328,cea:Z664_00495,57.3,391,159,2,7,390,1,390,3.80E-117,427.2
Sample1.4329,abaa:IX88_04705,100,508,0,0,1,508,1,508,1.60E-293,1013.4
Sample1.4330,abaa:IX88_04700,99.5,184,1,0,1,184,1,184,3.30E-95,353.2
Sample1.4331,abaa:IX88_04695,99.2,238,2,0,1,238,1,238,4.90E-136,489.2
Sample1.4332,abaa:IX88_04690,100,437,0,0,1,437,1,437,1.10E-245,854.4
Sample1.4333,abaa:IX88_04685,100,201,0,0,1,201,1,201,4.30E-109,399.4
Sample1.4334,abaa:IX88_04680,100,444,0,0,1,444,1,444,2.40E-245,853.2
Sample1.4335,aby:ABAYE3290,99.7,743,2,0,1,743,1,743,0.00E+00,1493
Sample1.4336,abaj:BJAB0868_00533,99.6,227,1,0,1,227,1,227,1.20E-128,464.5
Sample1.4337,abaa:IX88_04665,100,565,0,0,1,565,1,565,0.00E+00,1137.5
Sample1.4338,abad:ABD1_04440,99.7,386,1,0,1,386,1,386,2.30E-228,796.6
Sample1.4339,cbc:CbuK_1809,82.1,195,35,0,1,195,1,195,2.20E-89,334
Sample1.4340,abaa:IX88_04655,100,197,0,0,1,197,1,197,6.10E-108,395.6
Sample1.4341,abaa:IX88_04650,100,195,0,0,1,195,1,195,2.80E-105,386.7
Sample1.4342,abb:ABBFA_003065,100,208,0,0,1,208,1,208,2.90E-116,423.3
Sample1.4343,abaa:IX88_04640,99.3,291,2,0,1,291,1,291,2.90E-162,576.6
Sample1.4344,abaa:IX88_04635,98.6,72,1,0,1,72,1,72,1.40E-30,137.1
Sample1.4345,abau:IX87_16930,100,145,0,0,1,145,1,145,8.60E-75,285
Sample1.4346,abaa:IX88_04625,99.6,256,1,0,1,256,1,256,7.90E-140,501.9
Sample1.4347,abad:ABD1_04350,99.6,726,3,0,1,726,1,726,0.00E+00,1457.2
Sample1.4348,abaj:BJAB0868_00522,99.4,777,5,0,1,777,1,777,0.00E+00,1597.4
Sample1.4349,abaa:IX88_04610,100,259,0,0,1,259,1,259,5.90E-151,538.9
Sample1.4350,cbc:CbuK_1807,70.3,310,92,0,3,312,1,310,1.40E-127,461.5
Sample1.4351,abad:ABD1_04320,100,272,0,0,1,272,1,272,3.40E-165,586.3
Sample1.4352,abaa:IX88_04600,100,119,0,0,1,119,1,119,1.80E-62,243.8
Sample1.4353,abab:BJAB0715_00498,97.5,120,3,0,1,120,1,120,2.60E-61,240
Sample1.4354,abaj:BJAB0868_00517,100,280,0,0,1,280,1,280,4.10E-166,589.3
Sample1.4355,abaa:IX88_04585,100,169,0,0,1,169,1,169,1.30E-93,347.8
Sample1.4356,abaa:IX88_04580,100,351,0,0,1,351,1,351,2.30E-206,723.4
Sample1.4357,abm:ABSDF3055,99.4,174,1,0,1,174,1,174,3.50E-99,366.3
Sample1.4358,abaa:IX88_04570,100,134,0,0,1,134,1,134,2.10E-67,260.4
Sample1.4359,abaa:IX88_04565,99.5,206,1,0,1,206,1,206,5.40E-107,392.5
Sample1.4360,abaa:IX88_04560,99.2,251,2,0,1,251,1,251,3.60E-137,493
Sample1.4361,abaa:IX88_04555,100,287,0,0,1,287,1,287,4.80E-162,575.9
Sample1.4362,abaa:IX88_04550,100,230,0,0,1,230,1,230,8.70E-130,468.4
Sample1.4363,abal:ABLAC_33380,100,482,0,0,1,482,1,482,7.80E-282,974.5
Sample1.4364,abaa:IX88_04540,100,78,0,0,1,78,1,78,7.70E-38,161.4
Sample1.4365,abaa:IX88_04530,99.8,569,1,0,1,569,1,569,0.00E+00,1082
Sample1.4366,abz:ABZJ_00486,100,109,0,0,1,109,1,109,2.80E-54,216.5
Sample1.4367,abab:BJAB0715_00483,100,177,0,0,1,177,1,177,3.70E-96,356.3
Sample1.4368,abc:ACICU_00452,98.8,86,1,0,1,86,1,86,4.80E-41,172.2
Sample1.4369,abaz:P795_15085,99.7,659,2,0,1,659,1,659,0.00E+00,1308.5
Sample1.4370,abaa:IX88_04500,100,190,0,0,1,190,1,190,7.00E-101,372.1
Sample1.4371,abaz:P795_15095,100,252,0,0,1,252,1,252,9.50E-146,521.5
Sample1.4372,abb:ABBFA_003096,100,878,0,0,1,878,1,878,0.00E+00,1756.5
Sample1.4373,abaa:IX88_04485,100,149,0,0,1,149,1,149,2.90E-78,296.6
Sample1.4374,abaa:IX88_04480,100,125,0,0,1,125,1,125,5.70E-67,258.8
Sample1.4375,abd:ABTW07_0476,98.8,347,4,0,1,347,1,347,9.20E-192,674.9
Sample1.4376,abaa:IX88_04470,100,81,0,0,1,81,1,81,9.40E-39,164.5
Sample1.4377,abaa:IX88_04465,100,636,0,0,1,636,1,636,0.00E+00,1233.4
Sample1.4378,abaa:IX88_04460,98.2,335,6,0,1,335,1,335,1.10E-186,657.9
Sample1.4379,cgr:CAGL0G07183g2,45.1,153,84,0,1,153,619,771,1.10E-33,148.7
Sample1.4380,ncr:NCU02509,76.4,161,38,0,7,167,5,165,9.90E-67,258.5
Sample1.4381,cbd:CBUD_1834,87.6,443,53,2,1,442,1,442,2.80E-217,760
Sample1.4382,yli:YALI0E14388g,44.6,101,54,2,1,100,891,990,8.20E-13,79.3
Sample1.4383,cbc:CbuK_0452,79,143,30,0,1,143,1,143,6.70E-56,222.2
Sample1.4384,cthr:CTHT_0018840,88.2,152,18,0,1,152,1,152,4.70E-71,272.7
Sample1.4385,npp:PP1Y_AT29712,81.2,170,31,1,1,170,28,196,1.40E-71,274.6
Sample1.4386,pfc:PflA506_4807,100,76,0,0,1,76,1,76,1.10E-33,147.5
Sample1.4387,prh:LT40_18740,93.3,89,6,0,1,89,42,130,1.20E-39,167.5
Sample1.4388,cci:CC1G_05036,50.3,167,83,0,4,170,22,188,1.90E-44,184.5
Sample1.4389,nno:NONO_c63410,45.1,71,36,1,22,89,137,207,1.10E-06,58.2
Sample1.4390,ndi:NDAI_0G04090,41.8,110,62,2,63,172,484,591,5.00E-13,80.1
Sample1.4391,abaj:BJAB0868_01746,97.8,139,3,0,7,145,5,143,7.50E-69,265.4
Sample1.4392,cgr:CAGL0G07183g2,49.7,165,82,1,1,164,607,771,6.90E-39,166
Sample1.4393,cbc:CbuK_0451,69,58,18,0,3,60,4,61,1.00E-16,90.9
Sample1.4394,aje:HCAG_03328,42.3,111,58,2,39,147,307,413,6.50E-14,82.8
Sample1.4395,cthr:CTHT_0041260,98.1,106,2,0,1,106,195,300,2.40E-50,203.4
Sample1.4396,cbc:CbuK_0450,85.7,168,24,0,1,168,1,168,3.20E-73,280
Sample1.4397,abaa:IX88_09320,100,177,0,0,1,177,327,503,1.10E-95,354.8
Sample1.4398,abab:BJAB0715_01503,98.2,164,3,0,1,164,26,189,3.50E-93,346.3
Sample1.4399,abj:BJAB07104_01601,100,99,0,0,1,99,1,99,2.30E-47,193.4
Sample1.4400,fme:FOMMEDRAFT_21857,65.8,114,32,1,2,115,279,385,3.90E-34,149.8
Sample1.4401,gtr:GLOTRDRAFT_103324,64.6,181,62,2,1,180,2,181,3.00E-61,240.4
Sample1.4402,yli:YALI0A08932g,45.3,64,31,1,11,74,2345,2404,1.10E-06,58.5
Sample1.4403,cbc:CbuK_0449,78.6,117,25,0,1,117,1,117,1.40E-46,191
Sample1.4404,bfu:BC1G_09287,43.6,140,75,1,4,139,7,146,1.60E-26,124.8
Sample1.4405,yli:YALI0E14388g,56.3,87,38,0,49,135,556,642,1.20E-20,105.1
Sample1.4406,cthr:CTHT_0071220,69,155,47,1,1,154,95,249,2.70E-58,230.3
Sample1.4407,cbg:CbuG_1752,71.3,178,51,0,1,178,1,178,4.70E-67,259.6
Sample1.4408,abaa:IX88_12380,93.1,58,4,0,1,58,1,58,9.60E-23,111.3
Sample1.4409,ndi:NDAI_0C01570,52.3,153,72,1,30,181,283,435,3.70E-38,163.7
Sample1.4410,maj:MAA_00504,40.1,182,106,2,8,186,145,326,3.10E-29,134
Sample1.4411,abv:AGABI2DRAFT116714,43.8,96,48,1,9,104,251,340,1.40E-10,71.2
Sample1.4412,yli:YALI0E14388g,47.8,186,96,1,1,185,635,820,3.00E-43,180.6
Sample1.4413,smp:SMAC_05557,55.8,197,76,2,1,186,97,293,1.80E-53,214.5
Sample1.4414,mrr:Moror_9666,45.2,157,83,1,1,154,723,879,6.60E-35,152.9
Sample1.4415,cbd:CBUD_1840,77.9,131,28,1,1,131,4,133,8.10E-48,195.3
Sample1.4416,pkc:PKB_1842,56.5,186,80,1,5,189,118,303,6.10E-52,209.5
Sample1.4417,pco:PHACADRAFT_58702,41.5,159,90,1,15,173,252,407,1.00E-26,125.6
Sample1.4418,yli:YALI0E14388g,44.5,119,64,2,75,191,518,636,2.80E-20,104.4
Sample1.4419,cim:CIMG_02486,50,72,36,0,10,81,712,783,5.50E-13,79
Sample1.4420,cgr:CAGL0G07183g2,47.9,190,98,1,5,193,488,677,1.90E-45,188
Sample1.4421,cbd:CBUD_1053,74.8,103,26,0,3,105,1,103,1.20E-38,164.5
Sample1.4422,fme:FOMMEDRAFT_98551,44.6,112,58,1,1,108,77,188,9.90E-15,85.5
Sample1.4423,adl:AURDEDRAFT_167140,70.5,112,33,0,1,112,1,112,1.10E-37,161.4
Sample1.4424,abau:IX87_21960,97.4,190,5,0,7,196,1,190,2.80E-105,386.7
Sample1.4425,cbc:CbuK_0446,75.8,99,24,0,1,99,1,99,1.10E-33,147.9
Sample1.4426,spo:SPAPB8E5.06c,61.2,196,74,1,1,196,47,240,9.20E-72,275.4
Sample1.4427,tdl:TDEL_0C06480,42.5,174,100,0,25,198,522,695,1.40E-32,145.2
Sample1.4428,cbs:COXBURSA331_A1188,72.3,188,51,1,8,194,9,196,1.60E-76,291.2
Sample1.4429,mtm:MYCTH_2300189,71.7,198,55,1,1,198,258,454,1.40E-75,288.1
Sample1.4430,cbc:CbuK_1713,88.5,96,11,0,1,96,76,171,2.60E-39,166.8
Sample1.4431,cbc:CbuK_0617,70.9,254,72,1,1,254,18,269,1.30E-94,351.7
Sample1.4432,mrr:Moror_7414,49.2,185,85,3,15,196,2,180,1.60E-39,168.3
Sample1.4433,cbu:CBU_0757,68.3,322,96,1,1,322,5,320,2.70E-124,450.7
Sample1.4434,cbc:CbuK_1217,65.8,111,38,0,9,119,7,117,2.70E-37,160.2
Sample1.4435,cbc:CbuK_1504,86.9,427,55,1,1,427,1,426,1.20E-209,734.6
Sample1.4436,ctes:O987_18565,58.2,201,73,5,1,200,3254,3444,3.10E-51,207.2
Sample1.4437,cbd:CBUD_1842,81,179,34,0,1,179,1,179,4.90E-80,302.8
Sample1.4438,abaa:IX88_12905,100,97,0,0,1,97,31,127,2.90E-50,203
Sample1.4439,yli:YALI0E14388g,50,230,114,1,75,303,540,769,1.70E-56,225.3
Sample1.4440,ztr:MYCGRDRAFT_102406,60.7,201,77,2,1,200,2,201,2.90E-65,253.8
Sample1.4441,aje:HCAG_06663,41.1,151,82,5,6,150,1175,1324,4.40E-21,106.7
Sample1.4442,ndi:NDAI_0C01570,47.6,145,71,2,67,206,280,424,3.40E-32,144.1
Sample1.4443,rtb:RTB9991CWPP_01280,55.8,104,44,1,1,102,184,287,1.10E-23,114.8
Sample1.4444,aby:p3ABAYE0052,92,75,6,0,13,87,1,75,1.30E-30,137.5
Sample1.4445,abal:ABLAC_16710,60.3,73,29,0,1,73,7,79,2.00E-14,83.6
Sample1.4446,abaa:IX88_14920,93.9,131,8,0,13,143,1,131,4.50E-68,263.1
Sample1.4447,byi:BYI23_E002520,100,182,0,0,1,182,85,266,1.10E-100,371.3
Sample1.4448,fme:FOMMEDRAFT_108329,65.7,178,61,0,1,178,31,208,9.60E-60,235.3
Sample1.4449,abab:BJAB0715_02865,99.3,136,1,0,1,136,1,136,3.50E-70,269.6
