ID,NodeType,weight,definition,evidence,is_obsolete,value_colors,label
GO:0044422,cellular_component,1,"Any constituent part of an organelle, an organized structure of distinctive morphology and function. Includes constituent parts of the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton, but excludes the plasma membrane.",[""GOC:jl""],false,#808080,organelle part
GO:0044424,cellular_component,1,"Any constituent part of the living contents of a cell; the matter contained within (but not including) the plasma membrane, usually taken to exclude large vacuoles and masses of secretory or ingested material. In eukaryotes it includes the nucleus and cytoplasm.",[""GOC:jl""],false,#808080,intracellular part
GO:0044425,cellular_component,1,"Any constituent part of a membrane, a double layer of lipid molecules that encloses all cells, and, in eukaryotes, many organelles; may be a single or double lipid bilayer; also includes associated proteins.",[""GOC:jl""],false,#808080,membrane part
GO:0044444,cellular_component,1,"Any constituent part of the cytoplasm, all of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures.",[""GOC:jl""],false,#808080,cytoplasmic part
GO:0044459,cellular_component,1,"Any constituent part of the plasma membrane, the membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins.",[""GOC:jl""],false,#808080,plasma membrane part
GO:0044461,cellular_component,1,"Any constituent part of the bacterial-type flagellum, a 20 nm diameter filament composed of subunits of flagellin driven passively at its base by a motor powered by a transmembrane ion potential, typically a proton or sodium potential.","[""DOI:10.1002\/9780470015902.a0000744.pub4"",""GOC:cilia"",""GOC:jl"",""GOC:mtg_sensu"",""PMID:10572114"",""PMID:12624192"",""PMID:25251856""]",false,#808080,bacterial-type flagellum part
GO:0044463,cellular_component,1,"Any constituent part of a cell projection, a prolongation or process extending from a cell, e.g. a flagellum or axon.",[""GOC:jl""],false,#808080,cell projection part
GO:0044464,cellular_component,1,"Any constituent part of a cell, the basic structural and functional unit of all organisms.",[""GOC:jl""],false,#808080,cell part
GO:0044781,biological_process,1,"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a bacterial-type flagellum, a motor complex composed of an extracellular helical protein filament coupled to a rotary motor embedded in the cell envelope which functions in cell motility.",[""GOC:jl""],false,#9E0142,bacterial-type flagellum organization
GO:0045184,biological_process,1,The directed movement of a protein to a specific location.,[""GOC:bf""],false,#808080,establishment of protein localization
GO:0045229,biological_process,1,"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of external structures that lie outside the plasma membrane and surround the entire cell.","[""GOC:ai"",""GOC:dph"",""GOC:jl"",""GOC:mah""]",false,#808080,external encapsulating structure organization
GO:0045275,cellular_component,1,"A protein complex that transfers electrons from ubiquinol to cytochrome c and translocates two protons across a membrane. The complex contains a core structure of three catalytic subunits: cytochrome b, the Rieske iron sulfur protein (ISP), and cytochrome c1, which are arranged in an integral membrane-bound dimeric complex; additional subunits are present, and vary among different species.","[""PMID:16228398"",""PMID:16352458"",""PMID:17200733""]",false,#B21749,respiratory chain complex III
GO:0045333,biological_process,1,The enzymatic release of energy from inorganic and organic compounds (especially carbohydrates and fats) which either requires oxygen (aerobic respiration) or does not (anaerobic respiration).,"[""GOC:das"",""ISBN:0140513590"",""ISBN:0198506732""]",false,#808080,cellular respiration
GO:0045892,biological_process,1,"Any process that stops, prevents, or reduces the frequency, rate or extent of cellular DNA-templated transcription.","[""GOC:go_curators"",""GOC:txnOH""]",false,#B21749,"negative regulation of transcription, DNA-templated"
GO:0045893,biological_process,1,"Any process that activates or increases the frequency, rate or extent of cellular DNA-templated transcription.","[""GOC:go_curators"",""GOC:txnOH""]",false,#B21749,"positive regulation of transcription, DNA-templated"
GO:0045934,biological_process,1,"Any cellular process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving nucleobases, nucleosides, nucleotides and nucleic acids.",[""GOC:go_curators""],false,#808080,negative regulation of nucleobase-containing compound metabolic process
GO:0045935,biological_process,1,"Any cellular process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving nucleobases, nucleosides, nucleotides and nucleic acids.",[""GOC:go_curators""],false,#808080,positive regulation of nucleobase-containing compound metabolic process
GO:0046034,biological_process,1,"The chemical reactions and pathways involving ATP, adenosine triphosphate, a universally important coenzyme and enzyme regulator.",[""GOC:go_curators""],false,#808080,ATP metabolic process
GO:0046148,biological_process,1,"The chemical reactions and pathways resulting in the formation of a pigment, any general or particular coloring matter in living organisms, e.g. melanin.",[""ISBN:0198506732""],false,#808080,pigment biosynthetic process
GO:0046160,biological_process,1,"The chemical reactions and pathways involving heme a, a derivative of heme found in cytochrome aa3.","[""CHEBI:24479"",""GOC:curators""]",false,#808080,heme a metabolic process
GO:0046390,biological_process,1,"The chemical reactions and pathways resulting in the formation of ribose phosphate, any phosphorylated ribose sugar.",[""GOC:ai""],false,#808080,ribose phosphate biosynthetic process
GO:0046394,biological_process,1,"The chemical reactions and pathways resulting in the formation of carboxylic acids, any organic acid containing one or more carboxyl (-COOH) groups.",[""ISBN:0198506732""],false,#808080,carboxylic acid biosynthetic process
GO:0046483,biological_process,1,"The chemical reactions and pathways involving heterocyclic compounds, those with a cyclic molecular structure and at least two different atoms in the ring (or rings).","[""CHEBI:5686"",""ISBN:0198506732""]",false,#808080,heterocycle metabolic process
GO:0046700,biological_process,1,"The chemical reactions and pathways resulting in the breakdown of heterocyclic compounds, those with a cyclic molecular structure and at least two different atoms in the ring (or rings).",[""GOC:ai""],false,#808080,heterocycle catabolic process
GO:0046872,molecular_function,1,Interacting selectively and non-covalently with any metal ion.,[""GOC:ai""],false,#B21749,metal ion binding
GO:0046873,molecular_function,1,Enables the transfer of metal ions from one side of a membrane to the other.,[""GOC:ai""],false,#C52C4E,metal ion transmembrane transporter activity
GO:0046906,molecular_function,1,"Interacting selectively and non-covalently with a tetrapyrrole, a compound containing four pyrrole nuclei variously substituted and linked to each other through carbons at the alpha position.","[""CHEBI:26932"",""GOC:curators"",""ISBN:0198506732""]",false,#808080,tetrapyrrole binding
GO:0046914,molecular_function,1,"Interacting selectively and non-covalently with a transition metal ions; a transition metal is an element whose atom has an incomplete d-subshell of extranuclear electrons, or which gives rise to a cation or cations with an incomplete d-subshell. Transition metals often have more than one valency state. Biologically relevant transition metals include vanadium, manganese, iron, copper, cobalt, nickel, molybdenum and silver.",[""ISBN:0198506732""],false,#9E0142,transition metal ion binding
GO:0046942,biological_process,1,"The directed movement of carboxylic acids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Carboxylic acids are organic acids containing one or more carboxyl (COOH) groups or anions (COO-).",[""GOC:ai""],false,#808080,carboxylic acid transport
GO:0046983,molecular_function,1,"The formation of a protein dimer, a macromolecular structure consists of two noncovalently associated identical or nonidentical subunits.",[""ISBN:0198506732""],false,#B21749,protein dimerization activity
GO:0048037,molecular_function,1,"Interacting selectively and non-covalently with a cofactor, a substance that is required for the activity of an enzyme or other protein. Cofactors may be inorganic, such as the metal atoms zinc, iron, and copper in certain forms, or organic, in which case they are referred to as coenzymes. Cofactors may either be bound tightly to active sites or bind loosely with the substrate.",[""ISBN:0198506732""],false,#B21749,cofactor binding
GO:0048518,biological_process,1,"Any process that activates or increases the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule.",[""GOC:jid""],false,#808080,positive regulation of biological process
GO:0048519,biological_process,1,"Any process that stops, prevents, or reduces the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule.",[""GOC:jid""],false,#808080,negative regulation of biological process
GO:0048522,biological_process,1,"Any process that activates or increases the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level.",[""GOC:jid""],false,#808080,positive regulation of cellular process
GO:0048523,biological_process,1,"Any process that stops, prevents, or reduces the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level.",[""GOC:jid""],false,#808080,negative regulation of cellular process
GO:0048870,biological_process,1,Any process involved in the controlled self-propelled movement of a cell that results in translocation of the cell from one place to another.,"[""GOC:dgh"",""GOC:dph"",""GOC:isa_complete"",""GOC:mlg""]",false,#808080,cell motility
GO:0050789,biological_process,1,"Any process that modulates the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule.","[""GOC:ai"",""GOC:go_curators""]",false,#808080,regulation of biological process
GO:0050790,biological_process,1,Any process that modulates the activity of an enzyme.,"[""GOC:ai"",""GOC:ebc"",""GOC:vw""]",false,#808080,regulation of catalytic activity
GO:0050794,biological_process,1,"Any process that modulates the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level.",[""GOC:go_curators""],false,#808080,regulation of cellular process
GO:0050896,biological_process,1,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus and ends with a change in state or activity or the cell or organism.","[""GOC:ai"",""GOC:bf""]",false,#808080,response to stimulus
GO:0051171,biological_process,1,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving nitrogen or nitrogenous compounds.","[""GOC:ai"",""GOC:tb""]",false,#808080,regulation of nitrogen compound metabolic process
GO:0051172,biological_process,1,"Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving nitrogen or nitrogenous compounds.","[""GOC:ai"",""GOC:tb""]",false,#808080,negative regulation of nitrogen compound metabolic process
GO:0051173,biological_process,1,"Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving nitrogen or nitrogenous compounds.","[""GOC:ai"",""GOC:tb""]",false,#808080,positive regulation of nitrogen compound metabolic process
GO:0051179,biological_process,1,"Any process in which a cell, a substance, or a cellular entity, such as a protein complex or organelle, is transported, tethered to or otherwise maintained in a specific location. In the case of substances, localization may also be achieved via selective degradation.","[""GOC:ai"",""GOC:dos""]",false,#808080,localization
GO:0051186,biological_process,1,"The chemical reactions and pathways involving a cofactor, a substance that is required for the activity of an enzyme or other protein. Cofactors may be inorganic, such as the metal atoms zinc, iron, and copper in certain forms, or organic, in which case they are referred to as coenzymes. Cofactors may either be bound tightly to active sites or bind loosely with the substrate.",[""GOC:ai""],false,#808080,cofactor metabolic process
GO:0051188,biological_process,1,"The chemical reactions and pathways resulting in the formation of a cofactor, a substance that is required for the activity of an enzyme or other protein.",[""GOC:ai""],false,#808080,cofactor biosynthetic process
GO:0051234,biological_process,1,"Any process that localizes a substance or cellular component. This may occur via movement, tethering or selective degradation.","[""GOC:ai"",""GOC:dos""]",false,#808080,establishment of localization
GO:0051246,biological_process,1,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving a protein.",[""GOC:ai""],false,#808080,regulation of protein metabolic process
GO:0051252,biological_process,1,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving RNA.",[""GOC:ai""],false,#F46D43,regulation of RNA metabolic process
GO:0051253,biological_process,1,"Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving RNA.",[""GOC:ai""],false,#808080,negative regulation of RNA metabolic process
GO:0051254,biological_process,1,"Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving RNA.",[""GOC:ai""],false,#808080,positive regulation of RNA metabolic process
GO:0051273,biological_process,1,"The chemical reactions and pathways involving beta-glucans, compounds composed of glucose residues linked by beta-D-glucosidic bonds.",[""GOC:ai""],false,#808080,beta-glucan metabolic process
GO:0051275,biological_process,1,The chemical reactions and pathways resulting in the breakdown of beta-glucans.,[""GOC:ai""],false,#808080,beta-glucan catabolic process
GO:0051536,molecular_function,1,"Interacting selectively and non-covalently with an iron-sulfur cluster, a combination of iron and sulfur atoms.",[""GOC:ai""],false,#9E0142,iron-sulfur cluster binding
GO:0051537,molecular_function,1,"Interacting selectively and non-covalently with a 2 iron, 2 sulfur (2Fe-2S) cluster; this cluster consists of two iron atoms, with two inorganic sulfur atoms found between the irons and acting as bridging ligands.","[""GOC:ai"",""PMID:15952888"",""Wikipedia:Iron-sulfur_cluster""]",false,#9E0142,"2 iron, 2 sulfur cluster binding"
GO:0051540,molecular_function,1,"Interacting selectively and non-covalently with a cluster of atoms including both metal ions and nonmetal atoms, usually sulfur and oxygen. Examples include iron-sulfur clusters and nickel-iron-sulfur clusters.",[""GOC:jsg""],false,#808080,metal cluster binding
GO:0051674,biological_process,1,"Any process in which a cell is transported to, and/or maintained in, a specific location.",[""GOC:ai""],false,#808080,localization of cell
GO:0051704,biological_process,1,A biological process which involves another organism of the same or different species.,[""GOC:jl""],false,#808080,multi-organism process
GO:0051716,biological_process,1,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus by a cell and ends with a change in state or activity or the cell.","[""GOC:bf"",""GOC:jl""]",false,#808080,cellular response to stimulus
GO:0051723,molecular_function,1,Catalysis of the reaction: protein amino acid methyl ester + H2O = protein amino acid + methanol.,[""GOC:ai""],false,#808080,protein methylesterase activity
GO:0051998,molecular_function,1,Catalysis of the transfer of a methyl group to a carboxyl group on a protein.,[""GOC:ai""],false,#808080,protein carboxyl O-methyltransferase activity
GO:0052689,molecular_function,1,Catalysis of the hydrolysis of a carboxylic ester bond.,"[""EC:3.1.1"",""EC:3.1.1.1"",""GOC:curators""]",false,#E24E4B,carboxylic ester hydrolase activity
GO:0055085,biological_process,1,"The process in which a solute is transported across a lipid bilayer, from one side of a membrane to the other.","[""GOC:dph"",""GOC:jid""]",false,#9E0142,transmembrane transport
GO:0055086,biological_process,1,"The cellular chemical reactions and pathways involving a nucleobase-containing small molecule: a nucleobase, a nucleoside, or a nucleotide.",[""GOC:vw""],false,#808080,nucleobase-containing small molecule metabolic process
GO:0055114,biological_process,1,"A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.","[""GOC:dhl"",""GOC:ecd"",""GOC:jh2"",""GOC:jid"",""GOC:mlg"",""GOC:rph""]",false,#E24E4B,oxidation-reduction process
GO:0060089,molecular_function,1,A compound molecular function in which an effector function is controlled by one or more regulatory components.,"[""GOC:dos"",""GOC:pdt""]",false,#808080,molecular transducer activity
GO:0060255,biological_process,1,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass.","[""GOC:dph"",""GOC:tb""]",false,#808080,regulation of macromolecule metabolic process
GO:0065007,biological_process,1,"Any process that modulates a measurable attribute of any biological process, quality or function.","[""GOC:dph"",""GOC:isa_complete"",""GOC:mah"",""GOC:pr"",""GOC:vw""]",false,#808080,biological regulation
GO:0065009,biological_process,1,"Any process that modulates the frequency, rate or extent of a molecular function, an elemental biological activity occurring at the molecular level, such as catalysis or binding.",[""GOC:isa_complete""],false,#808080,regulation of molecular function
GO:0070011,molecular_function,1,Catalysis of the hydrolysis of peptide bonds formed between L-amino acids.,[""GOC:mah""],false,#9E0142,"peptidase activity, acting on L-amino acid peptides"
GO:0070063,molecular_function,1,Interacting selectively and non-covalently with an RNA polymerase molecule or complex.,"[""GOC:BHF"",""GOC:mah"",""GOC:txnOH""]",false,#808080,RNA polymerase binding
GO:0070069,cellular_component,1,"A protein complex in which at least one of the proteins is a cytochrome, i.e. a heme-containing protein involved in catalysis of redox reactions.",[""GOC:mah""],false,#ED5C45,cytochrome complex
GO:0070469,cellular_component,1,"The protein complexes that form the electron transport system (the respiratory chain), associated with a cell membrane, usually the plasma membrane (in prokaryotes) or the inner mitochondrial membrane (on eukaryotes). The respiratory chain complexes transfer electrons from an electron donor to an electron acceptor and are associated with a proton pump to create a transmembrane electrochemical gradient.","[""GOC:ecd"",""GOC:mah"",""ISBN:0198547684"",""Wikipedia:Respirasome""]",false,#808080,respirasome
GO:0070569,molecular_function,1,Catalysis of the transfer of an uridylyl group to an acceptor.,[""GOC:mah""],false,#808080,uridylyltransferase activity
GO:0071554,biological_process,1,"A process that results in the biosynthesis of constituent macromolecules, assembly, arrangement of constituent parts, or disassembly of a cell wall.",[""GOC:mah""],false,#808080,cell wall organization or biogenesis
GO:0071555,biological_process,1,"A process that results in the assembly, arrangement of constituent parts, or disassembly of the cell wall, the rigid or semi-rigid envelope lying outside the cell membrane of plant, fungal and most prokaryotic cells, maintaining their shape and protecting them from osmotic lysis.",[""GOC:mah""],false,#9E0142,cell wall organization
GO:0071702,biological_process,1,"The directed movement of organic substances into, out of or within a cell, or between cells, or within a multicellular organism by means of some agent such as a transporter or pore. An organic substance is a molecular entity that contains carbon.","[""CHEBI:50860"",""GOC:mah""]",false,#808080,organic substance transport
GO:0071704,biological_process,1,"The chemical reactions and pathways involving an organic substance, any molecular entity containing carbon.","[""CHEBI:50860"",""GOC:mah""]",false,#808080,organic substance metabolic process
GO:0071705,biological_process,1,"The directed movement of nitrogen-containing compounds into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.","[""CHEBI:51143"",""GOC:mah""]",false,#9E0142,nitrogen compound transport
GO:0071805,biological_process,1,A process in which a potassium ion is transported from one side of a membrane to the other.,[""GOC:mah""],false,#808080,potassium ion transmembrane transport
GO:0071840,biological_process,1,"A process that results in the biosynthesis of constituent macromolecules, assembly, arrangement of constituent parts, or disassembly of a cellular component.",[""GOC:mah""],false,#808080,cellular component organization or biogenesis
GO:0071897,biological_process,1,"The cellular DNA metabolic process resulting in the formation of DNA, deoxyribonucleic acid, one of the two main types of nucleic acid, consisting of a long unbranched macromolecule formed from one or two strands of linked deoxyribonucleotides, the 3'-phosphate group of each constituent deoxyribonucleotide being joined in 3',5'-phosphodiester linkage to the 5'-hydroxyl group of the deoxyribose moiety of the next one.",[""GOC:mah""],false,#808080,DNA biosynthetic process
GO:0071941,biological_process,1,"A nitrogen compound metabolic process that contributes to the nitrogen cycle. The nitrogen cycle is a series of metabolic pathways by which nitrogen is converted between various forms and redox states; it encompasses pathways in which nitrogen is acted upon directly, such as nitrification, denitrification, nitrogen fixation, and mineralization.","[""GOC:mah"",""PMID:16675690"",""Wikipedia:Nitrogen_cycle""]",false,#808080,nitrogen cycle metabolic process
GO:0071944,cellular_component,1,"The part of a cell encompassing the cell cortex, the plasma membrane, and any external encapsulating structures.",[""GOC:mah""],false,#808080,cell periphery
GO:0071973,biological_process,1,Cell motility due to the motion of one or more bacterial-type flagella. A bacterial-type flagellum is a motor complex composed of an extracellular helical protein filament coupled to a rotary motor embedded in the cell envelope.,"[""GOC:cilia"",""GOC:krc"",""GOC:mah""]",false,#9E0142,bacterial-type flagellum-dependent cell motility
GO:0072521,biological_process,1,"The chemical reactions and pathways involving a purine-containing compound, i.e. any compound that contains purine or a formal derivative thereof.","[""CHEBI:26401"",""GOC:mah""]",false,#808080,purine-containing compound metabolic process
GO:0072522,biological_process,1,"The chemical reactions and pathways resulting in the formation of a purine-containing compound, i.e. any compound that contains purine or a formal derivative thereof.","[""CHEBI:26401"",""GOC:mah""]",false,#808080,purine-containing compound biosynthetic process
GO:0080090,biological_process,1,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism involving those compounds formed as a part of the normal anabolic and catabolic processes. These processes take place in most, if not all, cells of the organism.",[""PMID:19211694""],false,#808080,regulation of primary metabolic process
GO:0090304,biological_process,1,Any cellular metabolic process involving nucleic acids.,"[""GOC:dph"",""GOC:tb""]",false,#808080,nucleic acid metabolic process
GO:0090407,biological_process,1,"The chemical reactions and pathways resulting in the biosynthesis of deoxyribose phosphate, the phosphorylated sugar 2-deoxy-erythro-pentose.",[""GOC:chem_mtg""],false,#808080,organophosphate biosynthetic process
GO:0097159,molecular_function,1,"Interacting selectively and non-covalently with an organic cyclic compound, any molecular entity that contains carbon arranged in a cyclic molecular structure.","[""CHEBI:33832"",""GOC:sjw"",""PMID:7583672""]",false,#808080,organic cyclic compound binding
GO:0097367,molecular_function,1,Interacting selectively and non-covalently with a carbohydrate derivative.,[""GOC:pr""],false,#D53E4F,carbohydrate derivative binding
GO:0097588,biological_process,1,Cell motility due to movement of bacterial- or archaeal-type flagella.,"[""GOC:cilia"",""GOC:krc""]",false,#9E0142,archaeal or bacterial-type flagellum-dependent cell motility
GO:0097659,biological_process,1,The cellular synthesis of RNA on a template of nucleic acid (DNA or RNA).,"[""GOC:pr"",""GOC:txnOH"",""GOC:vw""]",false,#808080,nucleic acid-templated transcription
GO:0097747,molecular_function,1,Catalysis of the reaction: nucleoside triphosphate + RNA(n) = diphosphate + RNA(n+1); the synthesis of RNA from ribonucleotide triphosphates in the presence of a nucleic acid template.,[""GOC:pf""],false,#808080,RNA polymerase activity
GO:0098533,cellular_component,1,A transmembrane protein complex that functions in ATPase dependent active transport across a membrane.,[""GOC:dos""],false,#808080,ATPase dependent transmembrane transport complex
GO:0098655,biological_process,1,The process in which a cation is transported across a membrane.,"[""GOC:dos"",""GOC:vw""]",false,#808080,cation transmembrane transport
GO:0098656,biological_process,1,The process in which an anion is transported across a membrane.,"[""GOC:dos"",""GOC:vw""]",false,#808080,anion transmembrane transport
GO:0098660,biological_process,1,The process in which an inorganic ion is transported across a membrane.,[""GOC:mah""],false,#808080,inorganic ion transmembrane transport
GO:0098661,biological_process,1,The process in which an inorganic anion is transported across a membrane.,[""GOC:mah""],false,#808080,inorganic anion transmembrane transport
GO:0098662,biological_process,1,A process in which an inorganic cation is transported from one side of a membrane to the other by means of some agent such as a transporter or pore.,[""GOC:mah""],false,#808080,inorganic cation transmembrane transport
GO:0098772,molecular_function,1,A molecular function that modulates the activity of a gene product or complex.  Examples include enzyme regulators and channel regulators.,"[""GOC:dos"",""GOC:pt""]",false,#808080,molecular function regulator
GO:0098796,cellular_component,1,Any protein complex that is part of a membrane.,[""GOC:dos""],false,#808080,membrane protein complex
GO:0098797,cellular_component,1,Any protein complex that is part of the plasma membrane.,[""GOC:dos""],false,#808080,plasma membrane protein complex
GO:0098803,cellular_component,1,Any protein complex that is part of a respiratory chain,[""GOC:dos""],false,#808080,respiratory chain complex
GO:0140096,molecular_function,1,Catalytic activity that acts to modify a protein.,[""GOC:pdt""],false,#808080,"catalytic activity, acting on a protein"
GO:0140098,molecular_function,1,Catalytic activity that acts to modify RNA.,[""GOC:pdt""],false,#808080,"catalytic activity, acting on RNA"
GO:0140110,molecular_function,1,"A molecular function that controls the rate, timing and/or magnitude of transcription of genetic information. The function of transcriptional regulators is to modulate gene expression at the transcription step so that they are expressed in the right cell at the right time and in the right amount throughout the life of the cell and the organism.","[""GOC:pg"",""GOC:txnOH-2018"",""Wikipedia:Transcription_factor""]",false,#808080,transcription regulator activity
GO:0140299,molecular_function,1,Binding to a small molecule and eliciting a change in the protein's activity in response to the intracellular level of that small molecule.,[""PMID:26328879""],false,#808080,small molecule sensor activity
GO:1901135,biological_process,1,The chemical reactions and pathways involving carbohydrate derivative.,[""GOC:TermGenie""],false,#808080,carbohydrate derivative metabolic process
GO:1901137,biological_process,1,The chemical reactions and pathways resulting in the formation of carbohydrate derivative.,[""GOC:TermGenie""],false,#808080,carbohydrate derivative biosynthetic process
GO:1901265,molecular_function,1,Interacting selectively and non-covalently with nucleoside phosphate.,[""GOC:TermGenie""],false,#808080,nucleoside phosphate binding
GO:1901293,biological_process,1,The chemical reactions and pathways resulting in the formation of a nucleoside phosphate.,[""GOC:TermGenie""],false,#808080,nucleoside phosphate biosynthetic process
GO:1901360,biological_process,1,The chemical reactions and pathways involving organic cyclic compound.,[""GOC:TermGenie""],false,#808080,organic cyclic compound metabolic process
GO:1901361,biological_process,1,The chemical reactions and pathways resulting in the breakdown of organic cyclic compound.,[""GOC:TermGenie""],false,#808080,organic cyclic compound catabolic process
GO:1901362,biological_process,1,The chemical reactions and pathways resulting in the formation of organic cyclic compound.,[""GOC:TermGenie""],false,#808080,organic cyclic compound biosynthetic process
GO:1901363,molecular_function,1,Interacting selectively and non-covalently with heterocyclic compound.,[""GOC:TermGenie""],false,#808080,heterocyclic compound binding
GO:1901564,biological_process,1,The chemical reactions and pathways involving organonitrogen compound.,"[""GOC:pr"",""GOC:TermGenie""]",false,#808080,organonitrogen compound metabolic process
GO:1901566,biological_process,1,The chemical reactions and pathways resulting in the formation of organonitrogen compound.,"[""GOC:pr"",""GOC:TermGenie""]",false,#808080,organonitrogen compound biosynthetic process
GO:1901575,biological_process,1,"The chemical reactions and pathways resulting in the breakdown of an organic substance, any molecular entity containing carbon.","[""GOC:pr"",""GOC:TermGenie""]",false,#808080,organic substance catabolic process
GO:1901576,biological_process,1,"The chemical reactions and pathways resulting in the formation of an organic substance, any molecular entity containing carbon.","[""GOC:pr"",""GOC:TermGenie""]",false,#808080,organic substance biosynthetic process
GO:1901605,biological_process,1,The chemical reactions and pathways involving an alpha-amino acid.,[""GOC:TermGenie""],false,#808080,alpha-amino acid metabolic process
GO:1901607,biological_process,1,The chemical reactions and pathways resulting in the formation of an alpha-amino acid.,[""GOC:TermGenie""],false,#808080,alpha-amino acid biosynthetic process
GO:1902494,cellular_component,1,A protein complex which is capable of catalytic activity.,"[""GOC:bhm"",""GOC:TermGenie"",""PMID:8077207""]",false,#808080,catalytic complex
GO:1902495,cellular_component,1,A transmembrane protein complex which enables the transfer of a substance from one side of a membrane to the other.,"[""GOC:bhm"",""GOC:TermGenie"",""PMID:18024586""]",false,#808080,transmembrane transporter complex
GO:1902600,biological_process,1,The directed movement of a proton across a membrane.,"[""GO_REF:0000069"",""GOC:pr"",""GOC:TermGenie""]",false,#808080,proton transmembrane transport
GO:1902679,biological_process,1,"Any process that stops, prevents or reduces the frequency, rate or extent of RNA biosynthetic process.","[""GO:jl"",""GO_REF:0000058"",""GOC:TermGenie""]",false,#808080,negative regulation of RNA biosynthetic process
GO:1902680,biological_process,1,"Any process that activates or increases the frequency, rate or extent of RNA biosynthetic process.","[""GO:jl"",""GO_REF:0000058"",""GOC:TermGenie""]",false,#808080,positive regulation of RNA biosynthetic process
GO:1903506,biological_process,1,"Any process that modulates the frequency, rate or extent of nucleic acid-templated transcription.","[""GO_REF:0000058"",""GOC:pr"",""GOC:TermGenie"",""GOC:txnOH"",""GOC:vw""]",false,#808080,regulation of nucleic acid-templated transcription
GO:1903507,biological_process,1,"Any process that stops, prevents or reduces the frequency, rate or extent of nucleic acid-templated transcription.","[""GO_REF:0000058"",""GOC:pr"",""GOC:TermGenie"",""GOC:txnOH"",""GOC:vw""]",false,#808080,negative regulation of nucleic acid-templated transcription
GO:1903508,biological_process,1,"Any process that activates or increases the frequency, rate or extent of nucleic acid-templated transcription.","[""GO_REF:0000058"",""GOC:pr"",""GOC:TermGenie"",""GOC:txnOH"",""GOC:vw""]",false,#808080,positive regulation of nucleic acid-templated transcription
GO:1990204,cellular_component,1,Any protein complex that possesses oxidoreductase activity.,"[""GOC:bhm"",""PMID:18982432""]",false,#808080,oxidoreductase complex
GO:1990351,cellular_component,1,"A protein complex facilitating transport of molecules (proteins, small molecules, nucleic acids) into, out of or within a cell, or between cells.","[""GOC:bhm"",""PMID:15449578""]",false,#808080,transporter complex
GO:1990837,molecular_function,1,"Interacting selectively and non-covalently with double-stranded DNA of a specific nucleotide composition, e.g. GC-rich DNA binding, or with a specific sequence motif or type of DNA, e.g. promotor binding or rDNA binding.","[""GOC:dos"",""GOC:sl""]",false,#808080,sequence-specific double-stranded DNA binding
GO:2000112,biological_process,1,"Any process that modulates the frequency, rate or extent of cellular macromolecule biosynthetic process.",[""GOC:obol""],false,#808080,regulation of cellular macromolecule biosynthetic process
GO:2000113,biological_process,1,"Any process that stops, prevents, or reduces the frequency, rate or extent of cellular macromolecule biosynthetic process.",[""GOC:obol""],false,#808080,negative regulation of cellular macromolecule biosynthetic process
